task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_placeholder_hits,smell_is_very_short,smell_relative_length,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred
BigCodeBench/392,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'matplotlib']",0,15,2,1,1,0,0,0,0,1,3,0,1.0,0,2.7971,0,0,0,1.0714,0.5618788298522289,1,0.531863767257934,1
BigCodeBench/407,Qwen1.5_32B_Chat,complete,0,task_func,"['csv', 'openpyxl', 'os']",0,17,4,2,1,1,0,0,0,1,3,0,1.0,0,3.7145,0,0,0,1.1333,0.48275114686191484,0,0.5142463838248623,1
BigCodeBench/410,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'datetime', 'os']",0,19,5,2,2,0,0,2,2,1,3,1,1.0,0,3.623,0,0,0,1.0556,0.3766217740373142,0,0.3120778817235285,0
BigCodeBench/416,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'seaborn']",0,15,3,1,2,0,0,0,0,3,3,0,1.0,0,2.7452,0,0,0,1.0,0.5769133403287984,1,0.4719750792746477,0
BigCodeBench/418,Qwen1.5_32B_Chat,complete,1,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,27,1,0,0,0,0,0,0,1,6,0,1.0,0,2.7695,0,0,0,1.08,0.29305653228438167,0,0.45654316457117516,0
BigCodeBench/432,Qwen1.5_32B_Chat,complete,1,task_func,"['scipy', 'seaborn']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,3.5179,0,0,0,0.96,0.5644331653566755,1,0.629872461307701,1
BigCodeBench/437,Qwen1.5_32B_Chat,complete,1,task_func,"['pickle', 'os']",0,12,2,1,0,0,0,0,0,1,4,0,1.0,0,3.8262,0,0,0,1.2,0.5975515335556705,1,0.5674208098883452,1
BigCodeBench/440,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,3,1,1,0,0,0,0,1,3,0,1.0,0,2.7431,0,0,0,1.0769,0.5546591930224875,1,0.5375863970933121,1
BigCodeBench/442,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,22,5,1,3,0,0,0,0,1,3,0,1.0,0,3.5508,0,0,0,1.2941,0.5018518170772924,1,0.37439761226889035,0
BigCodeBench/450,Qwen1.5_32B_Chat,complete,1,task_func,"['matplotlib', 'scipy', 'sklearn']",0,20,3,1,2,0,0,0,0,2,4,0,1.0,0,2.5867,0,0,0,1.1111,0.49171101952522983,0,0.39273181420692005,0
BigCodeBench/451,Qwen1.5_32B_Chat,complete,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,20,3,1,2,0,0,0,0,1,4,0,1.0,0,3.0575,0,0,0,1.1765,0.5051101053613831,1,0.4200189316880953,0
BigCodeBench/452,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'sklearn']",0,14,2,1,1,0,0,0,0,1,4,0,1.0,0,2.7332,0,0,0,0.9333,0.5382593709135287,1,0.5067898669617807,1
BigCodeBench/458,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 're', 'json']",0,21,3,3,4,0,0,1,1,6,3,1,1.0,0,1.8018,0,0,0,0.9545,0.45071713663352286,0,0.34258003111301755,0
BigCodeBench/481,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'random', 're']",0,14,2,1,0,1,0,0,0,1,3,0,1.0,0,2.8683,0,0,0,1.0,0.5069908482313051,1,0.5375863970933121,1
BigCodeBench/490,Qwen1.5_32B_Chat,complete,1,task_func,"['xmltodict', 'json']",0,7,1,1,0,0,0,0,0,1,2,0,1.0,0,2.8351,0,0,0,1.0,0.6790762638842117,1,0.8173396738554282,1
BigCodeBench/491,Qwen1.5_32B_Chat,complete,0,task_func,"['datetime', 'random', 'matplotlib']",0,26,8,2,3,3,0,0,0,1,3,0,1.0,0,2.7512,0,0,0,1.0833,0.2792022941920303,0,0.2915022612905293,0
BigCodeBench/492,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'datetime', 'random']",0,26,7,2,4,2,0,0,0,1,3,0,1.0,0,3.6653,0,0,0,1.04,0.3486756441772511,0,0.34822406844619475,0
BigCodeBench/499,Qwen1.5_32B_Chat,complete,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,16,3,2,0,2,0,0,0,1,4,0,1.0,0,3.0508,0,0,0,1.1429,0.4605909372898859,0,0.49367439633561677,0
BigCodeBench/507,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy']",0,21,3,1,2,0,0,0,0,2,2,0,1.0,0,3.4209,0,0,0,1.3125,0.5451799115261318,1,0.4058595675370923,0
BigCodeBench/510,Qwen1.5_32B_Chat,complete,0,task_func,"['difflib', 'gzip']",0,10,1,1,0,0,0,0,0,2,2,0,1.0,0,2.0849,0,0,0,1.1111,0.6518066546936458,1,0.6444487919876773,1
BigCodeBench/521,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib']",0,13,2,1,0,1,0,0,0,1,2,0,1.0,0,2.5776,0,0,0,1.0833,0.55380434826617,1,0.5666466943613528,1
BigCodeBench/523,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib']",0,22,5,3,2,2,0,0,0,2,2,0,1.0,0,3.3602,0,0,0,1.375,0.4726464011429277,0,0.3964865982340225,0
BigCodeBench/525,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,30,5,2,0,4,0,0,0,1,4,0,1.0,0,2.6646,0,0,0,1.3333,0.20532516166795642,0,0.20719134034745476,0
BigCodeBench/528,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,24,5,2,1,1,0,0,0,1,4,0,1.0,0,2.8503,0,0,0,1.2632,0.34164113302495747,0,0.362315001512419,0
BigCodeBench/533,Qwen1.5_32B_Chat,complete,0,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,19,4,2,1,0,0,1,1,1,4,1,1.0,0,3.0268,0,0,0,1.0,0.30419513645037605,0,0.33069942066363006,0
BigCodeBench/534,Qwen1.5_32B_Chat,complete,0,task_func,"['base64', 'numpy', 'cryptography']",0,29,1,0,0,0,0,0,0,1,6,0,1.0,0,4.1853,0,0,0,1.3182,0.3167772720637476,0,0.31378651980529143,0
BigCodeBench/535,Qwen1.5_32B_Chat,complete,0,task_func,"['sqlite3', 'numpy', 'random']",0,24,4,1,2,1,0,0,0,1,3,0,1.0,0,2.5084,0,0,0,1.0,0.3591911854360852,0,0.4285772672956205,0
BigCodeBench/543,Qwen1.5_32B_Chat,complete,1,task_func,"['base64', 'os']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,2.4074,0,0,0,0.875,0.6481263659404874,1,0.7245603394059846,1
BigCodeBench/549,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'base64']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,2.5971,0,0,0,0.875,0.6492473837844112,1,0.7245603394059846,1
BigCodeBench/555,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,2.3886,0,0,0,0.9286,0.5305122853012617,1,0.5678643731785346,1
BigCodeBench/560,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,15,2,1,0,1,0,0,0,1,3,0,1.0,0,3.4122,0,0,0,1.0,0.49117540387140274,0,0.531863767257934,1
BigCodeBench/564,Qwen1.5_32B_Chat,complete,0,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,17,1,0,0,0,0,0,0,1,4,0,1.0,0,2.3734,0,0,0,1.0,0.4703504526046794,0,0.5601909597899014,1
BigCodeBench/571,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'inspect']",0,35,11,2,4,1,0,1,1,0,2,1,1.0,0,3.0422,0,0,0,1.2963,0.1261625111100647,0,0.22115618830643333,0
BigCodeBench/578,Qwen1.5_32B_Chat,complete,1,task_func,"['unicodedata', 'requests']",0,14,3,2,1,1,0,0,0,1,2,0,1.0,0,1.8543,0,0,0,0.9333,0.5175250971381692,1,0.5082021969526382,1
BigCodeBench/606,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'scipy']",0,8,1,0,0,0,0,0,0,1,3,0,1.0,0,3.2248,0,0,0,1.1429,0.684705436812066,1,0.7622595810044542,1
BigCodeBench/617,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,21,3,1,0,1,0,0,0,1,4,0,1.0,0,3.0526,0,0,0,0.9333,0.3270322447150536,0,0.3767642914912548,0
BigCodeBench/621,Qwen1.5_32B_Chat,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,16,1,0,0,0,0,0,0,1,4,0,1.0,0,2.9307,0,0,0,1.0667,0.5093705292416179,1,0.5615911122111912,1
BigCodeBench/622,Qwen1.5_32B_Chat,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'scipy']",0,17,1,0,0,0,0,0,0,1,4,0,1.0,0,2.7996,0,0,0,1.0625,0.488167376192946,0,0.5601909597899014,1
BigCodeBench/628,Qwen1.5_32B_Chat,complete,0,task_func,"['math', 'random', 'matplotlib']",0,15,1,0,0,0,0,0,0,1,3,0,1.0,0,2.2931,0,0,0,1.0,0.5179293924224833,1,0.5866558367593908,1
BigCodeBench/633,Qwen1.5_32B_Chat,complete,0,task_func,"['nltk', 're']",0,9,4,0,0,0,0,0,0,1,2,0,1.0,0,2.3921,0,0,0,0.9,0.5369672958438898,1,0.5481160805191322,1
BigCodeBench/641,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 're', 'os']",0,15,4,3,1,2,0,0,0,1,3,0,1.0,0,2.242,0,0,0,1.25,0.5336250334969482,1,0.5182245301456064,1
BigCodeBench/642,Qwen1.5_32B_Chat,complete,0,task_func,"['hashlib', 're', 'binascii']",0,15,4,3,1,1,0,0,0,1,5,0,1.0,0,2.4214,0,0,0,1.0,0.46375420201303186,0,0.5392325850256199,1
BigCodeBench/654,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,20,1,0,0,0,0,0,0,2,4,0,1.0,0,4.1498,0,0,0,1.0811,0.4489962969445433,0,0.30280463336221736,0
BigCodeBench/665,Qwen1.5_32B_Chat,complete,1,task_func,"['shutil', 'itertools', 'fnmatch', 'os']",0,16,4,2,1,2,0,0,0,1,4,0,1.0,0,3.7622,0,0,0,1.1429,0.4871488026500932,0,0.4566191712847069,0
BigCodeBench/667,Qwen1.5_32B_Chat,complete,0,task_func,"['collections', 'heapq']",0,7,2,0,0,0,0,0,0,1,2,0,1.0,0,2.9966,0,0,0,1.0,0.6539000618444312,1,0.7700907390109053,1
BigCodeBench/669,Qwen1.5_32B_Chat,complete,1,task_func,"['math', 'itertools']",0,11,3,2,1,1,0,0,0,1,2,0,1.0,0,2.6375,0,0,0,1.0,0.5955489685755606,1,0.5941199535078324,1
BigCodeBench/672,Qwen1.5_32B_Chat,complete,1,task_func,"['csv', 'sys']",0,19,3,2,0,0,0,1,2,1,2,1,1.0,0,3.0629,0,0,0,1.7273,0.4931954741173239,0,0.3871287950747156,0
BigCodeBench/675,Qwen1.5_32B_Chat,complete,1,task_func,"['random', 'os']",0,14,3,2,1,1,0,0,0,1,3,0,1.0,0,2.7678,0,0,0,1.0,0.5300618551866328,1,0.5375863970933121,1
BigCodeBench/685,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'itertools']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.7956,0,0,0,1.0,0.7048256086472202,1,0.8779459726195477,1
BigCodeBench/687,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'scipy']",0,6,3,0,0,0,0,0,0,1,2,0,1.0,0,1.662,0,0,0,0.8571,0.6059827086215128,1,0.7516267340086334,1
BigCodeBench/689,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'scipy']",0,9,2,1,0,1,0,0,0,1,3,0,1.0,0,2.4086,0,0,0,1.0,0.5993842103153486,1,0.6318650800067703,1
BigCodeBench/706,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'sklearn']",0,14,1,0,0,0,0,0,0,1,4,0,1.0,0,3.3772,0,0,0,1.0,0.534794902500014,1,0.589800088518555,1
BigCodeBench/718,Qwen1.5_32B_Chat,complete,0,task_func,"['re', 'numpy', 'scipy']",0,15,8,1,1,0,0,0,0,2,3,0,1.0,0,2.9659,0,0,0,1.3636,0.4734516237900704,0,0.3988512614295881,0
BigCodeBench/721,Qwen1.5_32B_Chat,complete,1,task_func,"['csv', 'collections', 'os']",0,16,5,3,2,2,0,0,0,3,3,0,1.0,0,2.2555,0,0,0,1.1429,0.5214574955655334,1,0.4582010844272568,0
BigCodeBench/730,Qwen1.5_32B_Chat,complete,0,task_func,"['pickle', 'os']",0,12,1,1,0,0,0,0,0,1,4,0,1.0,0,2.4631,0,0,0,1.0909,0.5902851691259398,1,0.6518196760496732,1
BigCodeBench/732,Qwen1.5_32B_Chat,complete,1,task_func,"['nltk', 'collections', 'string', 're']",0,11,2,0,0,0,0,0,0,1,4,0,1.0,0,2.3915,0,0,0,1.0,0.5585797626124157,1,0.5842499260422882,1
BigCodeBench/735,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'itertools']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,2.588,0,0,0,1.0,0.676162060766248,1,0.8173396738554282,1
BigCodeBench/749,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'sklearn']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,2.1683,0,0,0,1.0,0.6737744550253237,1,0.8189081312012833,1
BigCodeBench/752,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,28,7,1,6,0,0,0,0,1,8,0,1.0,0,2.8391,0,0,0,1.1667,0.3982998028908857,0,0.4266063923217136,0
BigCodeBench/760,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,5,1,0,0,0,0,0,0,0,5,0,1.0,0,0.0507,0,0,1,0.2326,0.05156742589414958,0,0.046672547169207663,0
BigCodeBench/763,Qwen1.5_32B_Chat,complete,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,33,7,3,2,4,0,0,0,1,4,0,1.0,0,4.1515,0,0,0,1.5,0.23097667115974657,0,0.2016162597196072,0
BigCodeBench/779,Qwen1.5_32B_Chat,complete,0,task_func,"['shutil', 'os']",0,22,6,2,1,2,0,1,1,2,3,1,1.0,0,2.6369,0,0,0,1.0233,0.21865010051317127,0,0.22406556885902712,0
BigCodeBench/788,Qwen1.5_32B_Chat,complete,1,task_func,"['scipy', 'heapq']",0,14,4,1,2,0,0,0,0,1,3,0,1.0,0,2.6734,0,0,0,0.9333,0.5416917788913368,1,0.513849816166712,1
BigCodeBench/809,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'sklearn']",0,10,3,1,0,1,0,0,0,1,2,0,1.0,0,2.1891,0,0,0,0.9091,0.5397502648331802,1,0.5690965098167433,1
BigCodeBench/820,Qwen1.5_32B_Chat,complete,1,task_func,"['random', 'string']",0,11,5,1,1,1,0,0,0,1,2,0,1.0,0,2.1476,0,0,0,1.0,0.5364852107345386,1,0.572002957216635,1
BigCodeBench/821,Qwen1.5_32B_Chat,complete,0,task_func,"['threading', 'time']",0,15,3,1,0,2,0,0,0,1,2,0,1.0,0,1.9888,0,0,0,1.0,0.45576883887609626,0,0.525979516903234,1
BigCodeBench/828,Qwen1.5_32B_Chat,complete,1,task_func,"['shutil', 'errno', 'os']",0,17,3,3,1,0,0,1,1,1,3,1,1.0,0,2.4187,0,0,0,1.0625,0.383962472420777,0,0.31964621046031466,0
BigCodeBench/840,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'numpy']",0,9,3,1,1,0,0,0,0,1,2,0,1.0,0,2.396,0,0,0,0.9,0.6140550857117147,1,0.5522315796646637,1
BigCodeBench/844,Qwen1.5_32B_Chat,complete,1,task_func,"['faker', 'csv', 'random']",0,20,5,2,2,1,0,0,0,1,3,0,1.0,0,0.5236,0,0,0,1.0,0.39544407711003987,0,0.4329917477280966,0
BigCodeBench/849,Qwen1.5_32B_Chat,complete,0,task_func,"['nltk', 'collections', 're']",0,12,4,1,0,1,0,0,0,1,3,0,1.0,0,2.0285,0,0,0,1.0,0.48495821242751774,0,0.5709784894187787,1
BigCodeBench/851,Qwen1.5_32B_Chat,complete,0,task_func,"['re', 'textwrap']",0,9,4,0,0,0,0,0,0,1,2,0,1.0,0,3.6199,0,0,0,1.2857,0.6346893032000065,1,0.6435695883196156,1
BigCodeBench/861,Qwen1.5_32B_Chat,complete,0,task_func,"['collections', 'random']",0,11,3,2,0,2,0,0,0,1,2,0,1.0,0,1.99,0,0,0,0.9167,0.5146533010503777,1,0.4860055436427834,0
BigCodeBench/862,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'random', 'string']",0,11,2,1,0,1,0,0,0,1,3,0,1.0,0,1.518,0,0,0,1.0,0.55602967496048,1,0.5745781440860801,1
BigCodeBench/873,Qwen1.5_32B_Chat,complete,1,task_func,"['csv', 'os']",0,15,4,3,2,1,0,0,0,1,2,0,1.0,0,2.3678,0,0,0,1.1538,0.5778635828543351,1,0.566535707328001,1
BigCodeBench/878,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'sklearn']",0,16,3,1,1,0,0,0,0,1,4,0,1.0,0,3.232,0,0,0,0.9412,0.4771657169046017,0,0.5025555469278948,1
BigCodeBench/888,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'os']",0,13,3,1,1,1,0,0,0,2,2,0,1.0,0,3.1046,0,0,0,1.0833,0.5840872162517888,1,0.4928352218215942,0
BigCodeBench/892,Qwen1.5_32B_Chat,complete,0,task_func,"['collections', 'random']",0,8,2,1,0,1,0,0,0,1,2,0,1.0,0,2.0714,0,0,0,1.0,0.624654825394218,1,0.6921255523657162,1
BigCodeBench/893,Qwen1.5_32B_Chat,complete,0,task_func,"['datetime', 're']",0,13,6,3,3,1,0,0,0,2,2,0,1.0,0,3.3342,0,0,0,0.7647,0.5293201561517039,1,0.4498434895064986,0
BigCodeBench/908,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib', 're', 'os']",0,13,4,1,0,1,0,0,0,1,4,0,1.0,0,2.3684,0,0,0,0.8387,0.4201127405550994,0,0.40789454266501946,0
BigCodeBench/910,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib']",0,13,5,1,1,0,0,0,0,1,2,0,1.0,0,2.3365,0,0,0,0.8125,0.46201385082909846,0,0.4081248963473605,0
BigCodeBench/919,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,1.0,0,2.372,0,0,0,0.9286,0.5398146620126101,1,0.5690009032998944,1
BigCodeBench/927,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,1.0,0,2.3629,0,0,0,1.0,0.6576820276562798,1,0.7392424240665474,1
BigCodeBench/930,Qwen1.5_32B_Chat,complete,0,task_func,"['random', 'string']",0,11,5,1,2,0,0,0,0,2,2,0,1.0,0,1.7823,0,0,0,0.8462,0.559981084978308,1,0.49372332472553476,0
BigCodeBench/951,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'random']",0,15,3,0,0,0,0,0,0,1,4,0,1.0,0,2.2296,0,0,0,0.9375,0.43802370593272505,0,0.5136797680307029,1
BigCodeBench/961,Qwen1.5_32B_Chat,complete,0,task_func,"['glob', 'collections', 'os']",0,14,6,1,2,1,0,0,0,1,3,0,1.0,0,2.8357,0,0,0,1.0,0.4955514175195496,0,0.5363159669135046,1
BigCodeBench/973,Qwen1.5_32B_Chat,complete,0,task_func,"['shutil', 'os']",0,17,6,2,2,1,0,0,0,1,2,0,1.0,0,2.2314,0,0,0,0.9444,0.43180189660132323,0,0.5513656222236871,1
BigCodeBench/977,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'seaborn']",0,21,7,2,4,0,0,0,0,1,3,0,1.0,0,3.1893,0,0,0,1.1053,0.46943448287082057,0,0.4277400467306952,0
BigCodeBench/978,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,4,1,2,0,0,0,0,1,3,0,1.0,0,2.2781,0,0,0,1.0,0.5551019224815781,1,0.5434523976595181,1
BigCodeBench/979,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,30,1,0,0,0,0,0,0,1,5,0,1.0,0,4.6211,0,0,0,1.5,0.34947888685159456,0,0.31378651980529143,0
BigCodeBench/995,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,21,2,1,1,0,0,0,0,1,4,0,1.0,0,1.9882,0,0,0,1.05,0.4268048039021395,0,0.40325808260457197,0
BigCodeBench/998,Qwen1.5_32B_Chat,complete,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,27,4,2,1,0,0,2,2,4,4,1,1.0,0,2.5446,0,0,0,1.1489,0.24574770669106713,0,0.24036527634069038,0
BigCodeBench/1013,Qwen1.5_32B_Chat,complete,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,26,4,3,1,2,0,0,0,2,4,0,1.0,0,4.4843,0,0,0,1.1818,0.32297032848950386,0,0.2718207341829329,0
BigCodeBench/1025,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,14,1,0,0,0,0,0,0,1,3,0,1.0,0,3.3067,0,0,0,1.0,0.543738624843923,1,0.5922222009992183,1
BigCodeBench/1034,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy']",0,23,2,1,1,0,0,0,0,2,3,0,1.0,0,3.0054,0,0,0,1.15,0.4336118625211238,0,0.36443978617097894,0
BigCodeBench/1038,Qwen1.5_32B_Chat,complete,1,task_func,"['datetime', 'json']",0,12,1,0,0,0,0,0,0,0,3,0,1.0,0,3.7965,0,0,0,1.2,0.6257904850395926,1,0.5629696542506065,1
BigCodeBench/1039,Qwen1.5_32B_Chat,complete,0,task_func,"['hashlib', 'os', 'ssl']",0,21,5,3,1,0,1,1,1,3,3,1,1.0,0,3.7268,0,0,0,1.05,0.4287177652874676,0,0.2615826710377601,0
BigCodeBench/1052,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,37,9,2,3,0,0,1,2,5,3,1,1.0,0,3.2196,0,0,0,1.1562,0.12074053813635593,0,0.26558621419873185,0
BigCodeBench/1053,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,35,6,3,3,0,0,1,2,3,3,1,1.0,0,2.2837,0,0,0,1.1667,0.17512568644453547,0,0.25314078113577887,0
BigCodeBench/1058,Qwen1.5_32B_Chat,complete,0,task_func,"['matplotlib', 'itertools', 'seaborn']",0,35,2,0,0,0,0,0,0,1,3,0,1.0,0,3.4767,0,0,0,1.0,0.17428777345019922,0,0.397118893446354,0
BigCodeBench/1059,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,32,1,0,0,0,0,0,0,1,4,0,1.0,0,1.8135,0,0,0,1.0323,0.2205207015300828,0,0.45146453019040444,0
BigCodeBench/1064,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'seaborn']",0,14,2,1,0,1,0,0,0,1,3,0,1.0,0,2.2671,0,0,0,1.2727,0.568486620274936,1,0.5375863970933121,1
BigCodeBench/1070,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'random']",0,12,3,1,0,1,0,0,0,1,3,0,1.0,0,0.6627,0,0,0,1.0,0.5037390165779457,1,0.5832430804954287,1
BigCodeBench/1071,Qwen1.5_32B_Chat,complete,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,21,3,2,1,1,0,0,0,1,5,0,1.0,0,1.919,0,0,0,1.3125,0.44592867486343807,0,0.4008120833150364,0
BigCodeBench/1081,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'seaborn']",0,15,4,1,2,0,0,0,0,1,3,0,1.0,0,2.2668,0,0,0,0.8824,0.5075230797190459,1,0.45589952151443425,0
BigCodeBench/1086,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'random', 'string']",0,10,2,0,0,0,0,0,0,1,4,0,1.0,0,1.6747,0,0,0,0.7407,0.510952884488033,1,0.38202985124681443,0
BigCodeBench/1087,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,30,4,1,3,0,0,0,0,1,3,0,1.0,0,4.3548,0,0,0,1.25,0.37221290324662537,0,0.35094514033798113,0
BigCodeBench/1092,Qwen1.5_32B_Chat,complete,1,task_func,"['ast', 'bs4', 'requests']",0,25,7,4,2,2,0,2,2,2,3,1,1.0,0,2.6465,0,1,0,1.1364,0.16547715648318856,0,0.28995449611187774,0
BigCodeBench/1111,Qwen1.5_32B_Chat,complete,0,task_func,"['operator', 'collections', 'itertools']",0,12,5,0,0,0,0,0,0,1,3,0,1.0,0,2.8576,0,0,0,1.2,0.5173371013470472,1,0.5391429281266403,1
BigCodeBench/1113,Qwen1.5_32B_Chat,complete,0,task_func,"['csv', 'collections']",0,11,4,3,1,1,0,0,0,1,2,0,1.0,0,3.1554,0,0,0,1.0,0.5736496474354694,1,0.6090317669874128,1
BigCodeBench/1127,Qwen1.5_32B_Chat,complete,0,task_func,"['hashlib', 're', 'os']",0,18,4,4,2,1,0,0,0,1,3,0,1.0,0,2.8034,0,0,0,1.2,0.5267012240551979,1,0.4810498520942949,0
BigCodeBench/4,Granite_Code_34B_Instruct,complete,1,task_func,"['collections', 'itertools']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,1.6805,0,0,0,1.0,0.6878374294938797,1,0.8736909188926113,1
BigCodeBench/5,Granite_Code_34B_Instruct,complete,1,task_func,"['math', 'random']",0,9,4,1,0,1,0,0,0,1,2,0,1.0,0,2.6952,0,0,0,0.9,0.5325756742753647,1,0.5481160805191322,1
BigCodeBench/13,Granite_Code_34B_Instruct,complete,0,task_func,"['subprocess', 'ftplib', 'os']",0,14,3,3,0,1,0,1,1,1,3,1,1.0,0,1.4173,0,0,0,0.5833,0.27679643157730716,0,0.21836536011843752,0
BigCodeBench/18,Granite_Code_34B_Instruct,complete,1,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,38,7,3,2,1,0,3,3,6,5,1,1.0,0,3.0979,0,0,0,1.6522,0.18292959889670363,0,0.21432154436433803,0
BigCodeBench/32,Granite_Code_34B_Instruct,complete,0,task_func,"['bs4', 'requests']",0,10,2,1,1,0,0,0,0,2,2,0,1.0,0,2.1507,0,0,0,0.7143,0.5826519196153186,1,0.37707716619225257,0
BigCodeBench/34,Granite_Code_34B_Instruct,complete,1,task_func,"['matplotlib', 're', 'wordcloud']",0,13,2,1,1,0,0,0,0,1,3,0,1.0,0,2.5309,0,0,0,1.0,0.5811972602628127,1,0.5602172884766108,1
