task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_is_very_short,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred
BigCodeBench/893,Magicoder_S_DS_6.7B,complete,0,task_func,"['datetime', 're']",0,15,4,2,2,1,0,0,0,1,2,0,1.0,0,1.4058,0,0,0.522221067320471,1,0.5008022738626952,1
BigCodeBench/908,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'matplotlib', 're', 'os']",0,14,3,2,1,1,0,0,0,1,4,0,1.0,0,2.1613,0,0,0.4936656696342465,0,0.49800954285804333,0
BigCodeBench/910,Magicoder_S_DS_6.7B,complete,1,task_func,"['numpy', 'matplotlib']",0,13,6,1,2,0,0,0,0,1,2,0,0.6667,1,0.5138,0,0,0.5085520589554047,1,0.5165920660586948,1
BigCodeBench/919,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,2,0,0.6667,1,0.7072,0,0,0.5576615909943192,1,0.5714418126440333,1
BigCodeBench/927,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.3254,0,0,0.6389580396398221,1,0.6691547877606477,1
BigCodeBench/930,Magicoder_S_DS_6.7B,complete,1,task_func,"['random', 'string']",0,14,5,2,2,1,0,0,0,1,2,0,0.0,3,0.725,0,0,0.5311532426791085,1,0.5507898272085435,1
BigCodeBench/951,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'numpy', 'random']",0,12,4,0,0,0,0,0,0,1,4,0,0.6667,1,0.6739,0,0,0.46104164700832134,0,0.5091525286177049,1
BigCodeBench/961,Magicoder_S_DS_6.7B,complete,0,task_func,"['glob', 'collections', 'os']",0,12,6,1,2,1,0,0,0,1,3,0,0.6667,1,0.947,0,0,0.49786378350681953,0,0.5263142056695136,1
BigCodeBench/973,Magicoder_S_DS_6.7B,complete,0,task_func,"['shutil', 'os']",0,14,5,1,2,1,0,0,0,1,2,0,0.3333,2,0.742,0,0,0.52115960955783,1,0.4941535852246498,0
BigCodeBench/977,Magicoder_S_DS_6.7B,complete,1,task_func,"['numpy', 'matplotlib', 'seaborn']",0,20,9,1,5,0,0,0,0,1,3,0,0.6667,1,1.0627,0,0,0.43556069623625854,0,0.4098921830933682,0
BigCodeBench/978,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,16,5,1,3,0,0,0,0,2,3,0,0.6,2,0.8499,0,0,0.5370646247505533,1,0.48631076168040177,0
BigCodeBench/979,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'numpy', 'sklearn']",0,19,2,1,1,0,0,0,0,1,3,0,0.75,1,3.5601,0,0,0.5056624387767968,1,0.4159585799933785,0
BigCodeBench/995,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,16,3,1,2,0,0,0,0,2,4,0,0.8,1,0.6382,0,0,0.51492440278285,1,0.4125042727922693,0
BigCodeBench/998,Magicoder_S_DS_6.7B,complete,1,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,22,4,3,2,0,0,1,1,3,4,1,0.5,1,1.65,0,0,0.32001115620785336,0,0.32500312578669327,0
BigCodeBench/1013,Magicoder_S_DS_6.7B,complete,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,22,4,2,0,1,0,0,0,1,4,0,0.3333,2,4.1447,0,0,0.37318908835843284,0,0.3355019071394176,0
BigCodeBench/1025,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,14,1,0,0,0,0,0,0,1,3,0,0.75,1,1.4147,0,0,0.5351538214956055,1,0.5444892497643221,1
BigCodeBench/1034,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'numpy']",0,19,2,1,1,0,0,0,0,2,3,0,0.75,1,1.6339,0,0,0.4939846273773766,0,0.3719812349301512,0
BigCodeBench/1038,Magicoder_S_DS_6.7B,complete,1,task_func,"['datetime', 'json']",0,7,1,0,0,0,0,0,0,0,2,0,0.5,2,3.0354,0,0,0.6611766664437824,1,0.41816212787260854,0
BigCodeBench/1039,Magicoder_S_DS_6.7B,complete,0,task_func,"['hashlib', 'os', 'ssl']",0,19,4,3,1,1,0,1,1,3,3,1,0.3333,2,1.3183,0,0,0.342641556282884,0,0.2840874994866303,0
BigCodeBench/1052,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,28,6,2,3,0,0,1,1,5,3,1,0.5,3,1.2615,0,0,0.30147107634241943,0,0.34315943385231307,0
BigCodeBench/1053,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,30,5,2,2,0,0,1,2,3,3,1,0.6,2,0.7645,0,0,0.24286595458074337,0,0.2761874173471856,0
BigCodeBench/1058,Magicoder_S_DS_6.7B,complete,1,task_func,"['matplotlib', 'itertools', 'seaborn']",0,33,2,0,0,0,0,0,0,1,3,0,0.6667,1,0.8214,0,0,0.26962533092413277,0,0.3970140608347428,0
BigCodeBench/1059,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,31,3,0,0,0,0,0,0,1,4,0,0.75,1,1.9705,0,0,0.26857769839256185,0,0.3970140608347428,0
BigCodeBench/1064,Magicoder_S_DS_6.7B,complete,1,task_func,"['numpy', 'seaborn']",0,11,1,0,0,0,0,0,0,1,3,0,1.0,0,2.0334,0,0,0.5704036910728794,1,0.5319771558543046,1
BigCodeBench/1070,Magicoder_S_DS_6.7B,complete,0,task_func,"['pandas', 'random']",0,11,3,1,0,1,0,0,0,1,2,0,0.3333,2,2.2343,0,0,0.5558250730323034,1,0.5495612342395484,1
BigCodeBench/1071,Magicoder_S_DS_6.7B,complete,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,15,3,2,1,1,0,0,0,1,5,0,0.75,1,0.4024,0,0,0.45188638735905695,0,0.5136362513678875,1
BigCodeBench/1081,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'seaborn']",0,17,5,2,2,1,0,0,0,1,3,0,0.5,2,0.6785,0,0,0.4666313433347977,0,0.4425616008364857,0
BigCodeBench/1086,Magicoder_S_DS_6.7B,complete,1,task_func,"['pandas', 'numpy', 'random', 'string']",0,10,3,0,0,0,0,0,0,1,4,0,0.5,2,1.7141,0,0,0.5361489640191022,1,0.5648408848940506,1
BigCodeBench/1087,Magicoder_S_DS_6.7B,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,20,2,1,1,0,0,0,0,1,3,0,0.6,2,1.6129,0,0,0.4839828592692166,0,0.40349310043878994,0
BigCodeBench/1092,Magicoder_S_DS_6.7B,complete,1,task_func,"['ast', 'bs4', 'requests']",0,33,9,3,2,1,0,2,5,5,3,1,0.5,1,1.7218,0,0,0.15909421253683534,0,0.2556342602788187,0
BigCodeBench/1111,Magicoder_S_DS_6.7B,complete,0,task_func,"['operator', 'collections', 'itertools']",0,11,3,0,0,0,0,0,0,1,3,0,0.6667,1,1.2802,0,0,0.52432668193712,1,0.5272506186671204,1
BigCodeBench/1113,Magicoder_S_DS_6.7B,complete,0,task_func,"['csv', 'collections']",0,10,3,3,1,1,0,0,0,1,2,0,0.3333,2,3.8919,0,0,0.6226159878580633,1,0.5830560891855823,1
BigCodeBench/1127,Magicoder_S_DS_6.7B,complete,0,task_func,"['hashlib', 're', 'os']",0,14,3,3,1,1,0,0,0,1,3,0,1.0,0,0.9188,0,0,0.5004431764970266,1,0.502019935154618,1
BigCodeBench/4,CodeLlama_7B_Instruct,complete,0,task_func,"['collections', 'itertools']",0,10,2,1,0,1,0,0,0,1,2,0,0.4,3,2.3466,0,0,0.6117102891208299,1,0.5851341620893836,1
BigCodeBench/5,CodeLlama_7B_Instruct,complete,0,task_func,"['math', 'random']",0,11,5,1,0,2,0,0,0,1,3,0,0.3333,2,2.9283,0,0,0.4882003812814788,0,0.5025857523459342,1
BigCodeBench/13,CodeLlama_7B_Instruct,complete,1,task_func,"['subprocess', 'ftplib', 'os']",0,26,6,3,0,1,0,4,4,1,3,1,0.5,1,1.9173,0,0,0.16891970885448693,0,0.26923081548455624,0
BigCodeBench/18,CodeLlama_7B_Instruct,complete,1,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,29,7,2,3,1,0,1,1,5,5,1,0.3333,2,2.4783,0,0,0.2288219993553253,0,0.29558316550194597,0
BigCodeBench/32,CodeLlama_7B_Instruct,complete,0,task_func,"['bs4', 'requests']",0,10,2,1,1,0,0,0,0,2,2,0,0.5,1,2.8725,0,0,0.6369976817017383,1,0.4974423923189852,0
BigCodeBench/34,CodeLlama_7B_Instruct,complete,0,task_func,"['matplotlib', 're', 'wordcloud']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,2.4212,0,0,0.5876517149099022,1,0.5359992202377272,1
BigCodeBench/39,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,12,1,0,0,0,0,0,0,1,3,0,0.6,2,2.1873,0,0,0.5836045278043387,1,0.5971918339345746,1
BigCodeBench/41,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,9,1,0,0,0,0,0,0,1,4,0,0.75,1,2.3457,0,0,0.5913634431923918,1,0.5908543663657002,1
BigCodeBench/42,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,14,1,0,0,0,0,0,0,1,4,0,0.6,2,1.8928,0,0,0.534712008858339,1,0.5540028373379069,1
BigCodeBench/49,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,10,3,1,1,0,0,0,0,1,3,0,0.6,2,1.8052,0,0,0.5941719298155475,1,0.5647179550920602,1
BigCodeBench/63,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,7,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.3514,0,0,0.6513698974857157,1,0.7195400467311512,1
BigCodeBench/65,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,12,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.5478,0,0,0.5911896233408989,1,0.6111618859066432,1
BigCodeBench/76,CodeLlama_7B_Instruct,complete,0,task_func,"['django', 'string', 'random']",0,8,2,0,0,0,0,0,0,1,3,0,0.0,1,2.2987,0,0,0.5808289762864459,1,0.6111516455156125,1
BigCodeBench/81,CodeLlama_7B_Instruct,complete,1,task_func,"['flask_restful', 'flask', 'requests']",0,12,1,0,0,0,0,0,0,2,3,0,0.25,3,2.1336,0,0,0.6012439047634072,1,0.5189765708305467,1
BigCodeBench/93,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,16,3,1,1,0,0,0,0,1,4,0,0.6667,2,2.6678,0,0,0.5076445215364729,1,0.4780588269331751,0
BigCodeBench/94,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,13,1,0,0,0,0,0,0,1,3,0,0.6,2,2.0413,0,0,0.56902605338179,1,0.571387028100055,1
BigCodeBench/102,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,10,1,0,0,0,0,0,0,1,4,0,0.75,1,1.8926,0,0,0.5734278437304912,1,0.5908543663657002,1
BigCodeBench/105,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,23,5,1,3,0,0,0,0,1,3,0,0.5,2,3.3243,0,0,0.4597092554241379,0,0.4007118153804673,0
BigCodeBench/106,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,28,5,1,3,0,0,0,0,1,3,0,0.6,2,3.3093,0,0,0.3972919612438054,0,0.41106765123211003,0
BigCodeBench/112,CodeLlama_7B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,12,3,1,2,0,0,0,0,1,2,0,0.5,2,2.3128,0,0,0.6235068849670625,1,0.5830964788033491,1
BigCodeBench/117,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'random']",0,16,6,1,1,0,0,0,0,1,3,0,0.5,2,2.3356,0,0,0.4490102209360252,0,0.4241590086493227,0
BigCodeBench/141,CodeLlama_7B_Instruct,complete,0,task_func,"['statistics', 'pandas', 'numpy']",0,15,4,1,1,1,0,0,0,1,3,0,0.5,2,2.7104,0,0,0.50411629548498,1,0.48459148961636883,0
BigCodeBench/157,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,13,4,1,2,0,0,0,0,1,3,0,0.4,3,2.6635,0,0,0.5879107495015266,1,0.556182617696154,1
BigCodeBench/161,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'datetime', 're']",0,14,2,1,1,0,0,0,0,1,3,0,1.0,0,2.1624,0,0,0.5446683307969481,1,0.5025260854103851,1
BigCodeBench/167,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'random', 'matplotlib']",0,13,3,0,0,0,0,0,0,1,3,0,0.5,2,2.2907,0,0,0.5227601204187974,1,0.5103638470622204,1
BigCodeBench/177,CodeLlama_7B_Instruct,complete,0,task_func,"['nltk', 'string', 're']",0,19,7,2,2,1,0,0,0,1,4,0,0.5,1,3.036,0,0,0.38468023472500257,0,0.4083751384297484,0
BigCodeBench/182,CodeLlama_7B_Instruct,complete,0,task_func,"['re', 'sklearn']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,2.5405,0,0,0.5303729146158233,1,0.521125902403215,1
BigCodeBench/189,CodeLlama_7B_Instruct,complete,1,task_func,"['re', 'requests', 'json']",0,14,4,3,1,1,0,1,1,2,3,1,0.6,2,2.2332,0,0,0.4115293464449158,0,0.3262265770422796,0
BigCodeBench/205,CodeLlama_7B_Instruct,complete,1,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,0.0,1,1.5861,0,0,0.572496914483457,1,0.4671767705995374,0
BigCodeBench/207,CodeLlama_7B_Instruct,complete,1,task_func,"['re', 'requests']",0,6,1,0,0,0,0,0,0,1,2,0,0.5,2,2.4781,0,0,0.6764412775126227,1,0.7532767649752755,1
BigCodeBench/212,CodeLlama_7B_Instruct,complete,0,task_func,"['operator', 'numpy', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,0.6667,1,2.7353,0,0,0.5610549904598066,1,0.5786019131854214,1
BigCodeBench/214,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,12,2,1,1,0,0,0,0,1,4,0,1.0,0,2.5529,0,0,0.5557896583594669,1,0.5232099234395888,1
BigCodeBench/216,CodeLlama_7B_Instruct,complete,1,task_func,"['pandas', 'collections', 'json', 'os']",0,10,6,0,0,0,0,0,0,1,5,0,0.8,1,3.1903,0,0,0.45327772151547147,0,0.43552619308046453,0
BigCodeBench/223,CodeLlama_7B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,16,5,1,2,2,0,0,0,1,2,0,0.5,2,2.2668,0,0,0.5073521368657387,1,0.46837414174839365,0
BigCodeBench/266,CodeLlama_7B_Instruct,complete,0,task_func,"['csv', 'collections', 'os']",0,15,4,2,0,3,0,0,0,1,4,0,0.6667,1,3.2848,0,0,0.4265861040807117,0,0.45964581793949333,0
BigCodeBench/270,CodeLlama_7B_Instruct,complete,1,task_func,"['collections', 're']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.6112,0,0,0.6595676776492205,1,0.681253959025784,1
BigCodeBench/275,CodeLlama_7B_Instruct,complete,1,task_func,"['numpy', 'itertools']",0,6,2,1,1,0,0,0,0,1,2,0,0.5,2,1.7724,0,0,0.6800588041333314,1,0.7010327798790766,1
BigCodeBench/277,CodeLlama_7B_Instruct,complete,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,0.4,3,2.4436,0,0,0.5387059626282483,1,0.45552163291296477,0
BigCodeBench/279,CodeLlama_7B_Instruct,complete,0,task_func,"['collections', 'random']",0,9,5,0,0,0,0,0,0,1,2,0,0.5,1,1.9268,0,0,0.5266624638068806,1,0.5079574072145562,1
BigCodeBench/286,CodeLlama_7B_Instruct,complete,1,task_func,"['csv', 'collections', 'os']",0,22,7,2,2,3,0,0,0,2,3,0,0.5,2,3.4652,0,0,0.3796978548171153,0,0.2689971314187477,0
BigCodeBench/287,CodeLlama_7B_Instruct,complete,0,task_func,"['json', 'collections', 'os']",0,15,4,3,1,1,0,0,0,1,3,0,0.75,1,4.2647,0,0,0.5131742077071246,1,0.4953234964530751,0
BigCodeBench/290,CodeLlama_7B_Instruct,complete,0,task_func,"['nltk', 'collections', 'os']",0,15,5,3,1,1,0,0,0,1,4,0,0.6667,1,2.9493,0,0,0.4528774575537559,0,0.4639195994272533,0
BigCodeBench/296,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,9,2,1,1,0,0,0,0,1,2,0,0.5,2,2.1751,0,0,0.6487071132064436,1,0.5717786413624861,1
BigCodeBench/300,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,20,2,1,1,0,0,0,0,1,4,0,0.6,2,2.5006,0,0,0.4744032792548801,0,0.4065930398352557,0
BigCodeBench/301,CodeLlama_7B_Instruct,complete,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,12,1,0,0,0,0,0,0,1,4,0,0.5,2,2.9763,0,0,0.5705481390778819,1,0.5909349299613174,1
BigCodeBench/311,CodeLlama_7B_Instruct,complete,0,task_func,"['random', 'numpy', 'scipy']",0,12,5,2,1,1,0,0,0,1,3,0,1.0,0,3.17,0,0,0.5045647629465032,1,0.4827155180913116,0
BigCodeBench/313,CodeLlama_7B_Instruct,complete,1,task_func,"['shutil', 'datetime', 're', 'os']",0,18,4,3,2,1,0,0,0,1,4,0,1.0,0,3.4327,0,0,0.46742781100068714,0,0.45585149249101337,0
BigCodeBench/314,CodeLlama_7B_Instruct,complete,0,task_func,"['http', 'socket', 'ssl']",0,9,1,0,0,0,0,0,0,1,3,0,0.0,1,2.7625,0,0,0.5958362841146722,1,0.6182359905987571,1
BigCodeBench/317,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 're', 'sklearn']",0,10,1,0,0,0,0,0,0,1,3,0,0.6,2,3.2597,0,0,0.6207415792974621,1,0.6268006043158273,1
BigCodeBench/323,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,11,3,0,0,0,0,0,0,1,4,0,0.8,1,2.7143,0,0,0.524509438424632,1,0.5196738870530635,1
BigCodeBench/329,CodeLlama_7B_Instruct,complete,0,task_func,"['json', 're', 'os']",0,11,2,1,0,1,0,0,0,1,4,0,1.0,0,2.604,0,0,0.5262643528416836,1,0.5187013132960584,1
BigCodeBench/333,CodeLlama_7B_Instruct,complete,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,2.7271,0,0,0.6377423516887559,1,0.7004487352982873,1
BigCodeBench/335,CodeLlama_7B_Instruct,complete,1,task_func,"['queue', 'collections', 'random']",0,9,2,0,0,0,0,0,0,1,3,0,0.5,1,2.2517,0,0,0.5802981506556177,1,0.5709056251429248,1
BigCodeBench/339,CodeLlama_7B_Instruct,complete,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,11,2,1,1,0,0,0,0,1,4,0,0.5,1,2.8936,0,0,0.5771161923245569,1,0.5437096301311805,1
BigCodeBench/349,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'random']",0,12,3,2,0,2,0,0,0,1,2,0,0.5,1,2.7872,0,0,0.5277839078126707,1,0.546366183098163,1
BigCodeBench/362,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'os']",0,9,3,1,2,0,0,0,0,1,2,0,0.6667,1,2.9279,0,0,0.6543274511711547,1,0.6043037545666168,1
BigCodeBench/364,CodeLlama_7B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,12,2,1,1,0,0,0,0,1,3,0,0.5,2,2.6085,0,0,0.5975100563966423,1,0.5395734110206952,1
BigCodeBench/369,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,9,1,0,0,0,0,0,0,1,3,0,0.75,1,2.1812,0,0,0.6085126671374371,1,0.5908543663657002,1
BigCodeBench/372,CodeLlama_7B_Instruct,complete,0,task_func,"['glob', 'docx', 're']",0,16,4,3,1,2,0,0,0,1,3,0,1.0,0,4.1,0,0,0.47771103217568023,0,0.4595182249952668,0
BigCodeBench/376,CodeLlama_7B_Instruct,complete,0,task_func,"['nltk', 'collections', 're']",0,11,5,0,0,0,0,0,0,1,3,0,1.0,0,2.3519,0,0,0.4807353720219637,0,0.4723980077169224,0
BigCodeBench/384,CodeLlama_7B_Instruct,complete,0,task_func,"['collections', 'itertools', 'random']",0,11,3,1,0,1,0,0,0,1,3,0,0.6667,1,2.1846,0,0,0.5267440108393685,1,0.5356269624542683,1
BigCodeBench/392,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib']",0,11,2,1,1,0,0,0,0,1,2,0,0.6667,1,2.7529,0,0,0.6177829151724265,1,0.5513819866091664,1
BigCodeBench/407,CodeLlama_7B_Instruct,complete,0,task_func,"['csv', 'openpyxl', 'os']",0,15,3,2,1,1,0,0,0,1,3,0,0.3333,2,3.1102,0,0,0.5289227414441988,1,0.49788130811720066,0
BigCodeBench/410,CodeLlama_7B_Instruct,complete,1,task_func,"['pandas', 'datetime', 'os']",0,13,3,1,2,0,0,0,0,1,3,0,0.75,1,3.4801,0,0,0.5941351572075366,1,0.5622380360764861,1
BigCodeBench/416,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,10,3,1,1,0,0,0,0,2,3,0,0.3333,2,2.5951,0,0,0.6059857151882643,1,0.4934726128896518,0
BigCodeBench/418,CodeLlama_7B_Instruct,complete,0,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,23,1,0,0,0,0,0,0,1,6,0,0.6,2,2.6639,0,0,0.3867669963370553,0,0.44915793282113775,0
BigCodeBench/432,CodeLlama_7B_Instruct,complete,0,task_func,"['scipy', 'seaborn']",0,45,1,0,0,0,0,0,0,0,4,0,0.3333,2,6.3915,0,0,0.20280611882556823,0,0.18879892640252052,0
BigCodeBench/437,CodeLlama_7B_Instruct,complete,1,task_func,"['pickle', 'os']",0,11,1,1,0,0,0,0,0,1,4,0,0.6667,1,3.6551,0,0,0.5792129503800637,1,0.6011930159598843,1
BigCodeBench/440,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,12,3,1,1,0,0,0,0,1,3,0,0.75,1,2.5868,0,0,0.5635486066936688,1,0.5295588611955746,1
BigCodeBench/442,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,15,1,0,0,0,0,0,0,1,3,0,0.6,2,2.8599,0,0,0.5521225409104851,1,0.5544173304400667,1
BigCodeBench/450,CodeLlama_7B_Instruct,complete,0,task_func,"['matplotlib', 'scipy', 'sklearn']",0,22,2,1,1,0,0,0,0,2,4,0,0.75,1,2.7874,0,0,0.4478428060389656,0,0.3634624572010932,0
BigCodeBench/451,CodeLlama_7B_Instruct,complete,0,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,13,2,1,1,0,0,0,0,1,4,0,0.6,2,2.6071,0,0,0.5679818548164466,1,0.516847197396128,1
BigCodeBench/452,CodeLlama_7B_Instruct,complete,0,task_func,"['numpy', 'sklearn']",0,12,1,0,0,0,0,0,0,1,4,0,0.5,2,2.6372,0,0,0.566744240765536,1,0.5869015480594095,1
BigCodeBench/458,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 're', 'json']",0,17,7,5,4,1,0,0,0,1,3,0,0.5,3,1.8226,0,0,0.5231197789542955,1,0.6183057643407991,1
BigCodeBench/481,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'random', 're']",0,13,3,0,0,0,0,0,0,2,3,0,1.0,0,4.1091,0,0,0.531497603868667,1,0.42703814967965864,0
BigCodeBench/490,CodeLlama_7B_Instruct,complete,1,task_func,"['xmltodict', 'json']",0,7,1,1,0,0,0,0,0,1,2,0,0.5,1,2.8838,0,0,0.6540059418515132,1,0.7228898484365833,1
BigCodeBench/491,CodeLlama_7B_Instruct,complete,0,task_func,"['datetime', 'random', 'matplotlib']",0,23,6,2,2,2,0,0,0,1,3,0,0.6667,1,2.8278,0,0,0.3687565828009148,0,0.39146550368290467,0
BigCodeBench/492,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'random']",0,15,4,1,2,1,0,0,0,1,3,0,0.4,3,3.172,0,0,0.5587049261957039,1,0.5067321436257803,1
BigCodeBench/499,CodeLlama_7B_Instruct,complete,0,task_func,"['io', 'csv', 'xlwt', 'os']",0,12,2,1,0,1,0,0,0,1,4,0,0.5,1,2.6532,0,0,0.5181451407833446,1,0.5350820403531662,1
BigCodeBench/507,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'numpy']",0,12,2,1,1,0,0,0,0,1,2,0,1.0,0,3.2323,0,0,0.6018377982825814,1,0.543959785214339,1
BigCodeBench/510,CodeLlama_7B_Instruct,complete,0,task_func,"['difflib', 'gzip']",0,8,1,1,0,0,0,0,0,1,2,0,0.0,1,1.9218,0,0,0.6193205399915969,1,0.6610365292204324,1
BigCodeBench/521,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,8,1,0,0,0,0,0,0,1,2,0,0.5,2,2.1786,0,0,0.6496959434272964,1,0.6691547877606477,1
BigCodeBench/523,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,19,5,3,2,2,0,0,0,2,2,0,0.6667,1,3.5734,0,0,0.4819517113863493,0,0.3720689723841204,0
BigCodeBench/525,CodeLlama_7B_Instruct,complete,0,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,22,3,1,0,1,0,0,0,1,4,0,0.6667,2,2.6545,0,0,0.386385797549493,0,0.4065930398352557,0
BigCodeBench/528,CodeLlama_7B_Instruct,complete,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,12,1,1,0,0,0,0,0,1,3,0,0.5,2,2.2627,0,0,0.5830696207156156,1,0.5926505409877615,1
BigCodeBench/533,CodeLlama_7B_Instruct,complete,0,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,21,6,1,2,0,0,0,0,1,4,0,0.5,1,3.1021,0,0,0.38999923136057507,0,0.391939608264293,0
BigCodeBench/534,CodeLlama_7B_Instruct,complete,1,task_func,"['base64', 'numpy', 'cryptography']",0,21,1,0,0,0,0,0,0,1,6,0,1.0,0,3.731,0,0,0.39983804099744047,0,0.3269554405435203,0
BigCodeBench/535,CodeLlama_7B_Instruct,complete,0,task_func,"['sqlite3', 'numpy', 'random']",0,17,3,1,1,0,0,0,0,1,3,0,0.3333,2,2.7493,0,0,0.5062287583964389,1,0.46534769144477856,0
BigCodeBench/543,CodeLlama_7B_Instruct,complete,0,task_func,"['base64', 'os']",0,8,1,0,0,0,0,0,0,1,3,0,0.5,1,1.8974,0,0,0.6117364298201391,1,0.6560958610225323,1
