task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_is_very_short,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred,rf_prob,rf_pred
BigCodeBench/732,Claude_3_Sonnet_20240229,complete,0,task_func,"['nltk', 'collections', 'string', 're']",0,12,2,0,0,0,0,0,0,1,4,0,1.0,0,2.5037,0,0,0.43016809234169634,0,0.4200224678106224,0,0.5342653897776793,1
BigCodeBench/735,Claude_3_Sonnet_20240229,complete,1,task_func,"['numpy', 'itertools']",0,8,1,0,0,0,0,0,0,1,2,0,1.0,0,2.507,0,0,0.6705791298536721,1,0.7469731316909836,1,0.575456576953914,1
BigCodeBench/749,Claude_3_Sonnet_20240229,complete,1,task_func,"['numpy', 'sklearn']",0,7,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.802,0,0,0.6651845824686825,1,0.6196517678173179,1,0.761762045879819,1
BigCodeBench/752,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'numpy', 'sklearn']",0,25,8,1,7,0,0,0,0,1,4,0,0.75,1,2.7826,0,0,0.6280790600267615,1,0.688807649065884,1,0.4027515707706932,0
BigCodeBench/760,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'numpy', 'codecs', 're', 'datetime']",0,11,2,1,1,0,0,0,0,0,5,0,0.8,1,1.9906,0,0,0.511146140316108,1,0.1137455199193469,0,0.3538352264986721,0
BigCodeBench/763,Claude_3_Sonnet_20240229,complete,0,task_func,"['collections', 'csv', 'numpy', 'json']",0,22,6,3,1,4,0,0,0,1,4,0,0.75,1,3.0687,0,0,0.3728346449039169,0,0.2783234072538654,0,0.2045503792710045,0
BigCodeBench/779,Claude_3_Sonnet_20240229,complete,0,task_func,"['shutil', 'os']",0,25,5,2,0,2,0,1,1,2,4,1,0.5,1,3.0394,0,0,0.23752362093345397,0,0.5137055934885016,1,0.25044515507276244,0
BigCodeBench/788,Claude_3_Sonnet_20240229,complete,1,task_func,"['scipy', 'heapq']",0,14,4,1,2,0,0,0,0,1,3,0,0.6667,1,2.7089,0,0,0.5570274413762939,1,0.5565772040707904,1,0.527764675491552,1
BigCodeBench/809,Claude_3_Sonnet_20240229,complete,0,task_func,"['numpy', 'sklearn']",0,11,3,2,1,1,0,0,0,1,2,0,0.6667,1,2.1808,0,0,0.5884458630997643,1,0.4111887494499386,0,0.5367701815974595,1
BigCodeBench/820,Claude_3_Sonnet_20240229,complete,1,task_func,"['random', 'string']",0,13,5,1,2,1,0,0,0,1,2,0,0.0,1,2.3384,0,0,0.4914381476743263,0,0.534871281751358,1,0.5233590755313484,1
BigCodeBench/821,Claude_3_Sonnet_20240229,complete,0,task_func,"['threading', 'time']",0,15,3,1,0,2,0,0,0,1,2,0,0.0,2,1.9713,0,0,0.5450404984174023,1,0.6808585230459132,1,0.4593382698887863,0
BigCodeBench/828,Claude_3_Sonnet_20240229,complete,1,task_func,"['shutil', 'errno', 'os']",0,15,3,3,1,0,0,1,1,1,3,1,0.3333,2,2.1636,0,0,0.37984794252137966,0,0.24333215832413405,0,0.2749527180471364,0
BigCodeBench/840,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'numpy']",0,10,3,1,1,0,0,0,0,1,2,0,0.6667,1,2.4609,0,0,0.6592619188914426,1,0.5716903875424855,1,0.5638657980327726,1
BigCodeBench/844,Claude_3_Sonnet_20240229,complete,1,task_func,"['faker', 'csv', 'random']",0,21,5,2,2,1,0,0,0,1,3,0,0.0,3,1.8297,0,0,0.42322838696563536,0,0.6020466732737596,1,0.46380496922943837,0
BigCodeBench/849,Claude_3_Sonnet_20240229,complete,0,task_func,"['nltk', 'collections', 're']",0,9,4,0,0,0,0,0,0,1,3,0,0.6667,1,2.2303,0,0,0.4093861882221809,0,0.42062626173674555,0,0.5727074472521535,1
BigCodeBench/851,Claude_3_Sonnet_20240229,complete,0,task_func,"['re', 'textwrap']",0,10,2,1,0,1,0,0,0,1,2,0,0.5,1,3.514,0,0,0.5823676204199555,1,0.5199552589744582,1,0.5634119209419612,1
BigCodeBench/861,Claude_3_Sonnet_20240229,complete,1,task_func,"['collections', 'random']",0,12,3,2,0,2,0,0,0,1,2,0,0.3333,2,2.0301,0,0,0.581551814318995,1,0.6782337261417466,1,0.540424079771074,1
BigCodeBench/862,Claude_3_Sonnet_20240229,complete,1,task_func,"['collections', 'random', 'string']",0,11,4,1,1,1,0,0,0,1,3,0,0.3333,2,1.6829,0,0,0.5103083559595468,1,0.5085228869930184,1,0.537321253569138,1
BigCodeBench/873,Claude_3_Sonnet_20240229,complete,1,task_func,"['csv', 'os']",0,15,4,3,2,1,0,0,0,1,2,0,0.5,1,2.3678,0,0,0.46714466890181633,0,0.39570819233703963,0,0.5426708290111044,1
BigCodeBench/878,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'sklearn']",0,18,3,1,2,0,0,0,0,1,4,0,0.5,2,3.3466,0,0,0.716123638169694,1,0.7273135545529876,1,0.449794375690378,0
BigCodeBench/888,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'os']",0,12,3,1,1,1,0,0,0,2,2,0,0.6667,1,2.7859,0,0,0.6071979257366396,1,0.37809463634997303,0,0.4953834825813702,0
BigCodeBench/892,Claude_3_Sonnet_20240229,complete,0,task_func,"['collections', 'random']",0,8,2,1,0,1,0,0,0,1,2,0,0.5,1,1.9643,0,0,0.6283261661135777,1,0.6606284609438972,1,0.5978438267351153,1
BigCodeBench/893,Claude_3_Sonnet_20240229,complete,0,task_func,"['datetime', 're']",0,17,4,2,2,1,0,0,0,1,2,0,1.0,0,3.7692,0,0,0.4105604258064695,0,0.43643026032604776,0,0.46530702561267495,0
BigCodeBench/908,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'matplotlib', 're', 'os']",0,17,4,1,0,1,0,0,0,1,4,0,1.0,0,2.3803,0,0,0.37282255452283025,0,0.5070571110798969,1,0.4460051508795166,0
BigCodeBench/910,Claude_3_Sonnet_20240229,complete,1,task_func,"['numpy', 'matplotlib']",0,20,6,1,1,1,0,0,0,1,2,0,0.6667,1,2.5481,0,0,0.3691144128983679,0,0.5037062022549021,1,0.3894700852027749,0
BigCodeBench/919,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'matplotlib']",0,12,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.505,0,0,0.5842498384087201,1,0.558669994515574,1,0.6563218363934739,1
BigCodeBench/927,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.288,0,0,0.697751580688545,1,0.5584731835147813,1,0.6852636556643467,1
BigCodeBench/930,Claude_3_Sonnet_20240229,complete,1,task_func,"['random', 'string']",0,13,6,1,2,1,0,0,0,2,2,0,0.0,3,2.1718,0,0,0.5139293942478051,1,0.394739142693465,0,0.5326379608078995,1
BigCodeBench/951,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'numpy', 'random']",0,14,2,1,0,1,0,0,0,1,4,0,0.6667,1,2.0471,0,0,0.5024577685649226,1,0.4232807432056773,0,0.5208343008078202,1
BigCodeBench/961,Claude_3_Sonnet_20240229,complete,1,task_func,"['glob', 'collections', 'os']",0,13,7,1,2,1,0,0,0,1,3,0,0.6667,1,2.788,0,0,0.4822833879000597,0,0.4911752111883851,0,0.5102970615493488,1
BigCodeBench/973,Claude_3_Sonnet_20240229,complete,0,task_func,"['shutil', 'os']",0,20,5,2,2,1,0,0,0,1,2,0,0.3333,2,2.625,0,0,0.5330436581532637,1,0.43818213444433507,0,0.4201773894572117,0
BigCodeBench/977,Claude_3_Sonnet_20240229,complete,0,task_func,"['numpy', 'matplotlib', 'seaborn']",0,19,8,1,5,0,0,0,0,1,3,0,0.6667,1,3.3943,0,0,0.4818795123155453,0,0.38104400852866255,0,0.39237262322230415,0
BigCodeBench/978,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,20,4,1,3,0,0,0,0,1,4,0,0.6,2,2.8264,0,0,0.6031999774237526,1,0.47004475700199544,0,0.4216246389110649,0
BigCodeBench/979,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'numpy', 'sklearn']",0,19,1,0,0,0,0,0,0,1,4,0,0.75,1,3.6802,0,0,0.5815018884260374,1,0.6850431290724016,1,0.4567505865549768,0
BigCodeBench/995,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,18,2,1,1,0,0,0,0,1,4,0,0.8,1,2.002,0,0,0.5014471553576302,1,0.48987843780440726,0,0.46075728513435016,0
BigCodeBench/998,Claude_3_Sonnet_20240229,complete,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,24,4,3,1,0,1,1,1,3,4,1,0.5,1,2.4041,0,0,0.3966953375386104,0,0.3732464605502614,0,0.2510342367232948,0
BigCodeBench/1013,Claude_3_Sonnet_20240229,complete,1,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,19,3,2,0,1,0,0,0,1,4,0,0.3333,2,3.566,0,0,0.28781547432105087,0,0.34242791583704085,0,0.3448203464993221,0
BigCodeBench/1025,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,13,1,0,0,0,0,0,0,1,3,0,0.75,1,3.2937,0,0,0.5935767506220719,1,0.6365811983875833,1,0.5766649762428694,1
BigCodeBench/1034,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'numpy']",0,20,3,1,1,0,0,0,0,2,3,0,0.75,1,2.7227,0,0,0.5309940445985,1,0.4820551805290134,0,0.3962834395257417,0
BigCodeBench/1038,Claude_3_Sonnet_20240229,complete,1,task_func,"['datetime', 'json']",0,11,1,1,0,0,0,1,0,0,0,1,0.0,4,3.6844,0,0,0.5060647612964934,1,0.2568751975442626,0,0.47737948101228006,0
BigCodeBench/1039,Claude_3_Sonnet_20240229,complete,0,task_func,"['hashlib', 'os', 'ssl']",0,22,3,3,1,0,0,1,1,3,3,1,0.3333,2,3.695,0,0,0.4120190227863288,0,0.3017970547000728,0,0.27977542059758886,0
BigCodeBench/1052,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,28,4,1,3,0,0,0,0,3,3,0,0.5,3,2.8493,0,0,0.37678466579209113,0,0.18062829516447704,0,0.40117956823907996,0
BigCodeBench/1053,Claude_3_Sonnet_20240229,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,34,7,2,2,0,0,1,2,3,3,1,0.6,2,1.9512,0,0,0.19514553088273406,0,0.23559275115651138,0,0.25678367331093477,0
BigCodeBench/1058,Claude_3_Sonnet_20240229,complete,1,task_func,"['matplotlib', 'itertools', 'seaborn']",0,33,2,0,0,0,0,0,0,1,3,0,0.6667,1,3.1015,0,0,0.3007460407201426,0,0.22990028669353016,0,0.408766288446909,0
BigCodeBench/1059,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,31,2,0,0,0,0,0,0,1,4,0,0.75,1,1.942,0,0,0.27462133930885674,0,0.3561758935803779,0,0.41539149511686013,0
BigCodeBench/1064,Claude_3_Sonnet_20240229,complete,1,task_func,"['numpy', 'seaborn']",0,14,2,1,0,1,0,0,0,1,3,0,1.0,0,2.3339,0,0,0.5126866839382997,1,0.6818926843041733,1,0.5114663867296193,1
BigCodeBench/1070,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'random']",0,12,3,1,0,1,0,0,0,1,2,0,0.3333,2,1.7586,0,0,0.5045417599542023,1,0.668203024647484,1,0.5410363621193368,1
BigCodeBench/1071,Claude_3_Sonnet_20240229,complete,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,19,3,2,1,1,0,0,0,1,4,0,0.75,1,1.8315,0,0,0.45475003941203146,0,0.4109041372668678,0,0.413295749808832,0
BigCodeBench/1081,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'seaborn']",0,22,5,2,2,1,0,0,0,1,3,0,0.5,2,2.5974,0,0,0.5142223924992466,1,0.483964822232448,0,0.41493260611807514,0
BigCodeBench/1086,Claude_3_Sonnet_20240229,complete,1,task_func,"['pandas', 'numpy', 'random', 'string']",0,15,4,0,0,0,0,0,0,1,4,0,0.5,2,1.8615,0,0,0.6166550154731905,1,0.7187386232406587,1,0.43956402625574226,0
BigCodeBench/1087,Claude_3_Sonnet_20240229,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,23,3,1,2,0,0,0,0,1,3,0,0.6,2,3.8482,0,0,0.4580673848856532,0,0.3858015724387768,0,0.38518474723548607,0
BigCodeBench/1092,Claude_3_Sonnet_20240229,complete,1,task_func,"['ast', 'bs4', 'requests']",0,23,7,5,2,1,0,2,2,2,3,1,0.5,1,2.5237,0,0,0.1915571543122433,0,0.2183875860147182,0,0.21574262302269454,0
BigCodeBench/1111,Claude_3_Sonnet_20240229,complete,0,task_func,"['operator', 'collections', 'itertools']",0,11,3,0,0,0,0,0,0,1,3,0,0.6667,1,2.6462,0,0,0.5035581024252536,1,0.3352535459438127,0,0.560068877944038,1
BigCodeBench/1113,Claude_3_Sonnet_20240229,complete,0,task_func,"['csv', 'collections']",0,11,4,3,1,1,0,0,0,1,2,0,0.3333,2,3.7095,0,0,0.6525439067209229,1,0.7058967117764913,1,0.5659670292685423,1
BigCodeBench/1127,Claude_3_Sonnet_20240229,complete,0,task_func,"['hashlib', 're', 'os']",0,14,3,3,1,1,0,0,0,1,3,0,1.0,0,2.4637,0,0,0.5325181230285492,1,0.5590634994709346,1,0.5038348340823396,1
BigCodeBench/4,Gemma_2_9B_Instruct,complete,1,task_func,"['collections', 'itertools']",0,5,1,0,0,0,0,0,0,1,2,0,0.4,3,1.6214,0,0,0.7098571977779459,1,0.5574330242084262,1,0.7389504416873371,1
BigCodeBench/5,Gemma_2_9B_Instruct,complete,1,task_func,"['math', 'random']",0,11,4,1,0,1,0,0,0,1,2,0,0.3333,2,2.7917,0,0,0.5831026158003813,1,0.47971650482640826,0,0.532603799925851,1
BigCodeBench/13,Gemma_2_9B_Instruct,complete,0,task_func,"['subprocess', 'ftplib', 'os']",0,25,6,3,0,1,0,2,4,1,3,1,0.5,1,1.9376,0,0,0.1523811257006865,0,0.10517013094292259,0,0.271542692091792,0
BigCodeBench/18,Gemma_2_9B_Instruct,complete,0,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,20,5,3,1,1,0,1,1,3,5,1,0.3333,2,2.3933,0,0,0.21517580164393155,0,0.05836106470339839,0,0.25629683082825255,0
BigCodeBench/32,Gemma_2_9B_Instruct,complete,0,task_func,"['bs4', 'requests']",0,15,3,2,1,0,0,1,1,3,2,1,0.5,1,2.8725,0,0,0.3698308242088266,0,0.2946193561795906,0,0.30435388706462285,0
BigCodeBench/34,Gemma_2_9B_Instruct,complete,1,task_func,"['matplotlib', 're', 'wordcloud']",0,16,2,1,1,0,0,0,0,1,3,0,1.0,0,2.8263,0,0,0.370549989592068,0,0.360144270806062,0,0.5030895602302923,1
BigCodeBench/39,Gemma_2_9B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,18,3,0,0,0,0,0,0,1,3,0,0.6,2,1.9655,0,0,0.4211540003834105,0,0.3522654610904782,0,0.4100083539014936,0
BigCodeBench/41,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,12,2,0,0,0,0,0,0,1,4,0,0.75,1,2.1852,0,0,0.5373574213991347,1,0.6652801931569783,1,0.5535573666361637,1
BigCodeBench/42,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,15,2,0,0,0,0,0,0,1,3,0,0.6,2,1.8335,0,0,0.5786893407885738,1,0.5045247702324541,1,0.5144664816440843,1
BigCodeBench/49,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,11,3,1,1,0,0,0,0,1,3,0,0.6,2,1.6536,0,0,0.5051009323328659,1,0.39256026229231544,0,0.541189970603225,1
BigCodeBench/63,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,6,1,0,0,0,0,0,0,1,2,0,0.6667,1,2.016,0,0,0.5659406927480867,1,0.521953162069268,1,0.7598601953938939,1
BigCodeBench/65,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,11,1,0,0,0,0,0,0,1,2,0,0.6667,1,1.8701,0,0,0.486261362046312,0,0.3333625430708362,0,0.6493771415568387,1
BigCodeBench/76,Gemma_2_9B_Instruct,complete,0,task_func,"['django', 'string', 'random']",0,11,6,2,1,0,1,0,0,1,3,0,0.0,1,2.326,0,0,0.6030642912482087,1,0.46315501775351114,0,0.5089004200424643,1
BigCodeBench/81,Gemma_2_9B_Instruct,complete,1,task_func,"['flask_restful', 'flask', 'requests']",0,12,1,0,0,0,0,0,0,2,3,0,0.25,3,2.1525,0,0,0.5496498171974831,1,0.4174051379042791,0,0.6081603030584615,1
BigCodeBench/93,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,16,3,1,1,0,0,0,0,1,4,0,0.6667,2,2.6512,0,0,0.647631965811664,1,0.6090543665369542,1,0.5026709371530281,1
BigCodeBench/94,Gemma_2_9B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,11,1,0,0,0,0,0,0,1,3,0,0.6,2,1.7096,0,0,0.6874249361848451,1,0.6927069969218094,1,0.5939460338974358,1
BigCodeBench/102,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,11,1,0,0,0,0,0,0,1,4,0,0.75,1,1.6791,0,0,0.5892187533335936,1,0.46561147966639255,0,0.5858199274617558,1
BigCodeBench/105,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,23,5,1,3,0,0,0,0,1,3,0,0.5,2,3.0556,0,0,0.4032219744937422,0,0.3715429403021677,0,0.4159487487837126,0
BigCodeBench/106,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,23,5,1,3,0,0,0,0,1,3,0,0.6,2,2.9032,0,0,0.4318342149556156,0,0.3585735641497533,0,0.4205007622090038,0
BigCodeBench/112,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,14,3,1,1,0,0,0,0,1,3,0,0.5,2,2.387,0,0,0.5623856345242818,1,0.5718850656592694,1,0.5224019728733424,1
BigCodeBench/117,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'random']",0,16,8,1,1,0,0,0,0,1,3,0,0.5,2,2.2221,0,0,0.40879162726655305,0,0.588233343196771,1,0.4273762223493472,0
BigCodeBench/141,Gemma_2_9B_Instruct,complete,1,task_func,"['statistics', 'pandas', 'numpy']",0,16,4,1,1,1,0,0,0,1,3,0,0.5,2,2.6423,0,0,0.4154834976856909,0,0.41348941168135855,0,0.48710566401166405,0
BigCodeBench/157,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,17,5,2,1,0,0,1,1,1,4,1,0.6,2,2.4466,0,0,0.3698023335559026,0,0.2613499995474098,0,0.23692551647003057,0
BigCodeBench/161,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'datetime', 're']",0,20,5,5,2,1,0,1,1,1,3,1,1.0,0,2.2219,0,0,0.26150219217522286,0,0.33392060052519285,0,0.303636784319798,0
BigCodeBench/167,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,0.5,2,2.2475,0,0,0.5618223934640256,1,0.46217824530840784,0,0.5329653797076093,1
BigCodeBench/177,Gemma_2_9B_Instruct,complete,0,task_func,"['nltk', 'string', 're']",0,21,10,6,4,3,0,0,0,1,3,0,0.5,1,2.6995,0,0,0.2962448370354062,0,0.2150462664619121,0,0.29538172990564315,0
BigCodeBench/182,Gemma_2_9B_Instruct,complete,0,task_func,"['re', 'sklearn']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,2.3208,0,0,0.5449076909149261,1,0.5310570864483134,1,0.5404163138684178,1
BigCodeBench/189,Gemma_2_9B_Instruct,complete,0,task_func,"['re', 'requests', 'json']",0,11,4,2,0,0,0,1,1,2,3,1,0.6,2,2.1806,0,0,0.3840737200176144,0,0.4679288869013807,0,0.2830656276449866,0
BigCodeBench/205,Gemma_2_9B_Instruct,complete,0,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,0.0,1,1.5861,0,0,0.3498502608688452,0,0.16197132626360233,0,0.4722838153339887,0
BigCodeBench/207,Gemma_2_9B_Instruct,complete,1,task_func,"['re', 'requests']",0,11,2,1,1,0,0,0,0,1,2,0,0.5,2,2.7071,0,0,0.5913953185486177,1,0.5523405371978357,1,0.5447833233358007,1
BigCodeBench/212,Gemma_2_9B_Instruct,complete,0,task_func,"['operator', 'numpy', 'matplotlib']",0,13,3,0,0,0,0,0,0,1,3,0,0.6667,1,2.2096,0,0,0.584355277196639,1,0.5817292109420578,1,0.5466505027220555,1
BigCodeBench/214,Gemma_2_9B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,12,2,1,1,0,0,0,0,1,4,0,1.0,0,2.3529,0,0,0.5492594600334116,1,0.4605811703431859,0,0.5253615019014277,1
BigCodeBench/216,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'collections', 'json', 'os']",0,13,3,3,1,1,0,0,0,1,4,0,0.8,1,2.9194,0,0,0.5645537936791367,1,0.5908604991044891,1,0.5078971401035065,1
BigCodeBench/223,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,13,4,1,2,1,0,0,0,1,2,0,0.5,2,2.2312,0,0,0.641105560056625,1,0.5749001161091999,1,0.5342548560352645,1
BigCodeBench/266,Gemma_2_9B_Instruct,complete,1,task_func,"['csv', 'collections', 'os']",0,18,4,2,0,3,0,0,0,1,4,0,0.6667,1,3.0124,0,0,0.3992179824350603,0,0.31690785439046365,0,0.2899446569282237,0
BigCodeBench/270,Gemma_2_9B_Instruct,complete,0,task_func,"['collections', 're']",0,6,1,0,0,0,0,0,0,1,2,0,1.0,0,1.7775,0,0,0.5356571334390952,1,0.49972967376412697,0,0.6833202466640711,1
BigCodeBench/275,Gemma_2_9B_Instruct,complete,1,task_func,"['numpy', 'itertools']",0,6,2,1,1,0,0,0,0,1,2,0,0.5,2,1.8058,0,0,0.6843934981138649,1,0.5976597804367456,1,0.6011631753288389,1
BigCodeBench/277,Gemma_2_9B_Instruct,complete,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,0.4,3,2.4786,0,0,0.5790632401073617,1,0.6072611459057121,1,0.48475331752002304,0
BigCodeBench/279,Gemma_2_9B_Instruct,complete,1,task_func,"['collections', 'random']",0,11,2,1,0,1,0,0,0,1,2,0,0.5,1,1.6752,0,0,0.5521728160659509,1,0.5200211607043639,1,0.5333180187904216,1
BigCodeBench/286,Gemma_2_9B_Instruct,complete,1,task_func,"['csv', 'collections', 'os']",0,20,5,4,1,3,0,0,0,1,3,0,0.5,2,2.5696,0,0,0.30868842598930046,0,0.1648104532718053,0,0.2822173678448683,0
BigCodeBench/287,Gemma_2_9B_Instruct,complete,1,task_func,"['json', 'collections', 'os']",0,14,4,4,1,2,0,0,0,1,3,0,0.75,1,3.1043,0,0,0.5573158289970034,1,0.306858027666774,0,0.5546017016042861,1
BigCodeBench/290,Gemma_2_9B_Instruct,complete,0,task_func,"['nltk', 'collections', 'os']",0,14,5,5,2,2,0,0,0,1,4,0,0.6667,1,2.1167,0,0,0.43479048528127123,0,0.4517888435903232,0,0.5484094499907878,1
BigCodeBench/296,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,11,2,1,1,0,0,0,0,1,2,0,0.5,2,1.8664,0,0,0.5638179692625569,1,0.6341095219605302,1,0.5404012100885783,1
BigCodeBench/300,Gemma_2_9B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,17,3,1,0,2,0,0,0,1,3,0,0.6,2,1.9467,0,0,0.43133624115275215,0,0.2787245812925855,0,0.4204024997115816,0
BigCodeBench/301,Gemma_2_9B_Instruct,complete,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,11,1,0,0,0,0,0,0,1,4,0,0.5,2,2.3869,0,0,0.6644561554404431,1,0.6715350031067028,1,0.5782182091412629,1
BigCodeBench/311,Gemma_2_9B_Instruct,complete,0,task_func,"['random', 'numpy', 'scipy']",0,11,4,2,1,1,0,0,0,1,3,0,1.0,0,2.4658,0,0,0.5636741003797936,1,0.35558676499786646,0,0.5090607922232179,1
BigCodeBench/313,Gemma_2_9B_Instruct,complete,0,task_func,"['shutil', 'datetime', 're', 'os']",0,18,5,4,3,1,0,0,0,1,4,0,1.0,0,3.0485,0,0,0.4344647032803468,0,0.41661980796764025,0,0.42058376674039477,0
BigCodeBench/314,Gemma_2_9B_Instruct,complete,0,task_func,"['http', 'socket', 'ssl']",0,11,2,2,0,0,0,1,1,1,3,1,0.0,1,2.5131,0,0,0.3485011677926255,0,0.48761754427298043,0,0.3790430591285916,0
BigCodeBench/317,Gemma_2_9B_Instruct,complete,0,task_func,"['numpy', 're', 'sklearn']",0,8,1,0,0,0,0,0,0,1,3,0,0.6,2,2.4976,0,0,0.5984071705079539,1,0.6581080213882052,1,0.6517733302635992,1
BigCodeBench/323,Gemma_2_9B_Instruct,complete,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,13,4,1,1,0,0,0,0,1,4,0,0.8,1,2.7274,0,0,0.40373607030479247,0,0.30074065361201746,0,0.5133542145122576,1
BigCodeBench/329,Gemma_2_9B_Instruct,complete,1,task_func,"['json', 're', 'os']",0,9,3,1,0,0,0,0,0,1,3,0,1.0,0,2.5218,0,0,0.5776332494546453,1,0.41845143212826924,0,0.5432248444716175,1
BigCodeBench/333,Gemma_2_9B_Instruct,complete,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,2.5206,0,0,0.7152129049435784,1,0.6439255655267128,1,0.7402701468393456,1
BigCodeBench/335,Gemma_2_9B_Instruct,complete,0,task_func,"['queue', 'collections', 'random']",0,8,2,0,0,0,0,0,0,1,3,0,0.5,1,1.9007,0,0,0.7331294842868797,1,0.8648906753095085,1,0.6255271144403854,1
BigCodeBench/339,Gemma_2_9B_Instruct,complete,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,14,2,1,1,0,0,0,0,1,4,0,0.5,1,2.8489,0,0,0.6761965451163916,1,0.6608312569102791,1,0.5304339469170839,1
BigCodeBench/349,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'random']",0,10,2,1,0,1,0,0,0,1,2,0,0.5,1,2.1948,0,0,0.5416142237358446,1,0.45072676610544776,0,0.5624806837595218,1
BigCodeBench/362,Gemma_2_9B_Instruct,complete,1,task_func,"['pandas', 'os']",0,11,3,2,0,0,0,1,2,1,2,1,0.6667,1,2.516,0,0,0.5001754609144852,1,0.4044540672615971,0,0.5832431448692905,1
