task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_placeholder_hits,smell_is_very_short,smell_relative_length,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred,rf_prob,rf_pred
BigCodeBench/919,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,15,1,0,0,0,0,0,0,1,2,0,1.0,0,0.7992,0,0,0,1.0714,0.5162513438539661,1,0.321443273248618,0,0.6234162311281084,1
BigCodeBench/927,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,8,1,0,0,0,0,0,0,1,2,0,1.0,0,0.9803,0,0,0,1.0,0.6271768257569429,1,0.6096359056460301,1,0.7037994432537039,1
BigCodeBench/930,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['random', 'string']",0,16,5,2,2,1,0,0,0,1,2,0,1.0,0,0.8445,0,0,0,1.2308,0.41845490892427445,0,0.26404285733855454,0,0.5028727829663135,1
BigCodeBench/951,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'random']",0,16,3,0,0,0,0,0,0,1,4,0,1.0,0,0.6866,0,0,0,1.0,0.3724425373094271,0,0.3954625546455768,0,0.48343998897575147,0
BigCodeBench/961,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['glob', 'collections', 'os']",0,15,7,1,2,2,0,0,0,1,3,0,1.0,0,1.1378,0,0,0,1.0714,0.46772224773400584,0,0.4927105069929977,0,0.509982595225903,1
BigCodeBench/973,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['shutil', 'os']",0,17,6,2,3,1,0,0,0,1,2,0,1.0,0,0.9707,0,0,0,0.9444,0.5226396357143777,1,0.4409509001781503,0,0.5596513278225166,1
BigCodeBench/977,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['numpy', 'matplotlib', 'seaborn']",0,16,7,1,4,0,0,0,0,1,3,0,1.0,0,0.9204,0,0,0,0.8421,0.4307331674534685,0,0.37651081196197184,0,0.3425065444069948,0
BigCodeBench/978,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,15,3,1,2,0,0,0,0,1,3,0,1.0,0,0.7389,0,0,0,1.0714,0.6119278268429875,1,0.6078093051940263,1,0.5376187701528269,1
BigCodeBench/979,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,21,2,0,0,0,0,0,0,1,4,0,1.0,0,3.6118,0,0,0,1.05,0.4803274096711446,0,0.6824098252616114,1,0.3997021929329307,0
BigCodeBench/995,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'os']",0,18,2,1,1,0,0,0,0,1,4,0,1.0,0,0.8378,0,0,0,0.9,0.41005193764349845,0,0.3304992669408713,0,0.4213426396636524,0
BigCodeBench/998,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['tarfile', 'urllib', 'hashlib', 'os']",0,28,5,2,1,1,0,2,2,4,4,1,1.0,0,1.5014,0,0,0,1.1915,0.2087402983275474,0,0.37750946403816343,0,0.2175500533530232,0
BigCodeBench/1013,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['csv', 'urllib', 'bs4', 'requests']",0,19,4,2,0,1,0,0,0,1,4,0,1.0,0,2.0147,0,0,0,0.8636,0.19002965656190646,0,0.2514002136123317,0,0.32318246516910903,0
BigCodeBench/1025,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,12,1,0,0,0,0,0,0,1,3,0,1.0,0,1.4384,0,0,0,0.8571,0.518514270644304,1,0.572579805824428,1,0.5698904862546805,1
BigCodeBench/1034,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy']",0,24,4,1,2,0,0,0,0,3,4,0,1.0,0,1.4549,0,0,0,1.2,0.38978756655645846,0,0.3163268625578858,0,0.4087840725381462,0
BigCodeBench/1038,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['datetime', 'json']",0,11,1,0,0,0,0,0,0,0,3,0,1.0,0,3.5575,0,0,0,1.1,0.6188623205820962,1,0.40608162503403106,0,0.44516284479488155,0
BigCodeBench/1039,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['hashlib', 'os', 'ssl']",0,25,4,4,1,1,0,1,1,2,3,1,1.0,0,1.6485,0,0,0,1.25,0.268834713613513,0,0.36365942542751317,0,0.2798879063534951,0
BigCodeBench/1052,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,32,4,2,2,0,0,1,1,4,3,1,1.0,0,1.4042,0,0,0,1.0,0.15129192767972044,0,0.19014146294450557,0,0.37593745494419695,0
BigCodeBench/1053,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'matplotlib', 'sklearn']",0,30,5,2,2,0,0,1,2,3,3,1,1.0,0,0.7845,0,0,0,1.0,0.1775886942946915,0,0.3020832241460959,0,0.22622558068265772,0
BigCodeBench/1058,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['matplotlib', 'itertools', 'seaborn']",0,34,2,0,0,0,0,0,0,1,3,0,1.0,0,0.8182,0,0,0,0.9714,0.17324373536109267,0,0.29745393900273986,0,0.42325929828721454,0
BigCodeBench/1059,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'itertools', 'random']",0,30,1,0,0,0,0,0,0,1,4,0,1.0,0,0.6575,0,0,0,0.9677,0.17955709246966267,0,0.4033712966151307,0,0.4614915057448211,0
BigCodeBench/1064,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['numpy', 'seaborn']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,1.9883,0,0,0,0.9091,0.5665462684745614,1,0.635921675977105,1,0.6214265607637353,1
BigCodeBench/1070,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'random']",0,14,3,2,0,2,0,0,0,1,3,0,1.0,0,2.1574,0,0,0,1.1667,0.44901600708352285,0,0.561519932171383,1,0.5320259023580385,1
BigCodeBench/1071,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['itertools', 'numpy', 'matplotlib', 'random']",0,15,3,2,1,1,0,0,0,1,5,0,1.0,0,0.4098,0,0,0,0.9375,0.4096505823939896,0,0.5156699704679556,1,0.5405839909397282,1
BigCodeBench/1081,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'seaborn']",0,16,4,1,2,0,0,0,0,1,3,0,1.0,0,0.6302,0,0,0,0.9412,0.5813924105830481,1,0.5510305272706753,1,0.5171902095543106,1
BigCodeBench/1086,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['pandas', 'numpy', 'random', 'string']",0,18,7,0,0,0,0,0,0,4,4,0,1.0,0,2.1169,0,0,0,1.3333,0.6188664308572746,1,0.6634625841505382,1,0.36713461404145314,0
BigCodeBench/1087,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,24,2,1,1,0,0,0,0,1,3,0,1.0,0,1.8729,0,0,0,1.0,0.33853736967220677,0,0.43402593870357253,0,0.43631997592594923,0
BigCodeBench/1092,DeepSeek_Coder_6.7B_Instruct,complete,1,task_func,"['ast', 'bs4', 'requests']",0,23,6,3,2,1,0,2,2,2,3,1,1.0,0,1.2259,0,0,0,1.0455,0.19900226414248498,0,0.2582707511947493,0,0.2555150395672248,0
BigCodeBench/1111,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['operator', 'collections', 'itertools']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,1.4763,0,0,0,1.2,0.5281957385004139,1,0.23789096008893545,0,0.5683986973952807,1
BigCodeBench/1113,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['csv', 'collections']",0,12,3,3,1,1,0,0,0,1,2,0,1.0,0,1.2939,0,0,0,1.0909,0.6394097522491139,1,0.651742082216912,1,0.5670854944091669,1
BigCodeBench/1127,DeepSeek_Coder_6.7B_Instruct,complete,0,task_func,"['hashlib', 're', 'os']",0,13,3,2,1,1,0,0,0,1,3,0,1.0,0,0.8462,0,0,0,0.8667,0.42872510966171984,0,0.48293658379281,0,0.4412059266687226,0
BigCodeBench/4,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'itertools']",0,7,1,0,0,0,0,0,0,1,2,0,1.0,0,1.7524,0,0,0,1.1667,0.7101180642863176,1,0.6889077556147098,1,0.7823358452276907,1
BigCodeBench/5,Qwen1.5_32B_Chat,complete,1,task_func,"['math', 'random']",0,8,4,1,0,1,0,0,0,1,2,0,1.0,0,2.669,0,0,0,0.8,0.5587568128787219,1,0.49237054415398845,0,0.4773472895870854,0
BigCodeBench/13,Qwen1.5_32B_Chat,complete,0,task_func,"['subprocess', 'ftplib', 'os']",0,24,5,2,1,1,0,1,2,1,3,1,1.0,0,1.9002,0,0,0,1.0,0.17654419282455336,0,0.17841150863201594,0,0.23805196163429176,0
BigCodeBench/18,Qwen1.5_32B_Chat,complete,1,task_func,"['glob', 'subprocess', 'random', 'os', 'csv']",0,29,8,3,2,4,0,0,0,2,5,0,1.0,0,3.2039,0,0,0,1.2609,0.1479928543356071,0,0.19162987551577473,0,0.2560084379165604,0
BigCodeBench/32,Qwen1.5_32B_Chat,complete,0,task_func,"['bs4', 'requests']",0,16,3,2,2,0,0,0,0,3,2,0,1.0,0,3.5507,0,0,0,1.1429,0.4901936852613963,0,0.4935030822711989,0,0.4958778407074984,0
BigCodeBench/34,Qwen1.5_32B_Chat,complete,0,task_func,"['matplotlib', 're', 'wordcloud']",0,14,2,1,1,0,0,0,0,1,3,0,1.0,0,3.2555,0,0,0,1.0769,0.4056696013468181,0,0.40770247640526985,0,0.5462376712604562,1
BigCodeBench/39,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,18,1,0,0,0,0,0,0,1,3,0,1.0,0,2.1555,0,0,0,1.0286,0.44339366056055823,0,0.48260319353318004,0,0.49555266286634364,0
BigCodeBench/41,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,12,2,0,0,0,0,0,0,1,4,0,1.0,0,2.5453,0,0,0,1.0,0.554815979653225,1,0.7133461443392594,1,0.5972330118776303,1
BigCodeBench/42,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,21,2,0,0,0,0,0,0,1,5,0,1.0,0,2.2813,0,0,0,1.3125,0.5022487660706628,1,0.49927489134479774,0,0.43106663510195664,0
BigCodeBench/49,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,15,3,1,1,0,0,0,0,1,3,0,1.0,0,1.8072,0,0,0,1.0714,0.5403776304072271,1,0.5816981064943163,1,0.5389797412862205,1
BigCodeBench/63,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib']",0,11,1,0,0,0,0,0,0,1,2,0,1.0,0,2.3211,0,0,0,1.2222,0.61443028186891,1,0.5189264699394254,1,0.677639481195831,1
BigCodeBench/65,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib']",0,15,1,0,0,0,0,0,0,1,2,0,1.0,0,2.3121,0,0,0,1.1538,0.4599568816832071,0,0.28236114641866855,0,0.626397402062363,1
BigCodeBench/76,Qwen1.5_32B_Chat,complete,1,task_func,"['django', 'string', 'random']",0,12,6,1,2,0,0,0,0,1,3,0,1.0,0,2.8182,0,0,0,1.0,0.5840866536873166,1,0.5614153205298593,1,0.5634214229543598,1
BigCodeBench/81,Qwen1.5_32B_Chat,complete,1,task_func,"['flask_restful', 'flask', 'requests']",0,15,1,0,0,0,0,0,0,3,3,0,1.0,0,2.2987,0,0,0,1.25,0.5868002452815956,1,0.3428424307775927,0,0.5643781657727838,1
BigCodeBench/93,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'matplotlib', 'sklearn']",0,18,4,1,1,0,0,0,0,1,4,0,1.0,0,2.7525,0,0,0,1.125,0.5421407232496193,1,0.5793958388115514,1,0.4727651921439765,0
BigCodeBench/94,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,16,1,0,0,0,0,0,0,1,4,0,1.0,0,2.0891,0,0,0,1.1429,0.6324147658419932,1,0.4345468153075816,0,0.542060653315673,1
BigCodeBench/102,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'sklearn', 'matplotlib', 'seaborn']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,1.8854,0,0,0,1.0,0.598777426788922,1,0.5884241363797095,1,0.6305631995013298,1
BigCodeBench/105,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'seaborn']",0,22,3,1,2,0,0,0,0,1,3,0,1.0,0,3.1574,0,0,0,1.1579,0.42341916322826506,0,0.3302567572182307,0,0.4352107889459761,0
BigCodeBench/106,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'sklearn']",0,31,8,1,3,3,0,0,0,1,3,0,1.0,0,3.673,0,0,0,1.2917,0.26871506945411666,0,0.372832566269253,0,0.2715681703618179,0
BigCodeBench/112,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib']",0,17,3,1,2,0,0,0,0,1,3,0,1.0,0,2.6461,0,0,0,1.4167,0.6553649373118808,1,0.5416678322135495,1,0.5162681931016162,1
BigCodeBench/117,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'random']",0,22,4,1,3,0,0,0,0,1,3,0,1.0,0,2.2955,0,0,0,1.2222,0.46557737638594904,0,0.5123514160456007,1,0.43198678236113286,0
BigCodeBench/141,Qwen1.5_32B_Chat,complete,1,task_func,"['statistics', 'pandas', 'numpy']",0,13,4,1,1,0,0,0,0,1,3,0,1.0,0,2.6062,0,0,0,0.8667,0.4211138340425702,0,0.5420926497597965,1,0.4623970775194151,0
BigCodeBench/157,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'seaborn']",0,18,5,2,2,1,0,0,0,1,4,0,1.0,0,2.4482,0,0,0,1.2,0.47116695353344124,0,0.37922279476380216,0,0.4505935144794251,0
BigCodeBench/161,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'datetime', 're']",0,23,4,5,1,1,0,1,1,1,3,1,1.0,0,2.9472,0,0,0,1.0,0.19477794339483906,0,0.3714128546052743,0,0.25245379826026765,0
BigCodeBench/167,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,1.0,0,2.4385,0,0,0,1.0,0.5772155514674522,1,0.6204621238692785,1,0.5756778213759446,1
BigCodeBench/177,Qwen1.5_32B_Chat,complete,0,task_func,"['nltk', 'string', 're']",0,20,7,1,1,1,0,0,0,1,4,0,1.0,0,2.9546,0,0,0,1.1765,0.30042660552003636,0,0.22283574313337529,0,0.393619919436869,0
BigCodeBench/182,Qwen1.5_32B_Chat,complete,0,task_func,"['re', 'sklearn']",0,11,1,0,0,0,0,0,0,1,4,0,1.0,0,2.6098,0,0,0,1.0,0.5304550207208439,1,0.5026872459567268,1,0.6344912702472463,1
BigCodeBench/189,Qwen1.5_32B_Chat,complete,0,task_func,"['re', 'requests', 'json']",0,17,5,2,0,0,0,1,1,2,6,1,1.0,0,2.6076,0,0,0,1.3077,0.2898305113913522,0,0.4722051386157958,0,0.2754185265842908,0
BigCodeBench/205,Qwen1.5_32B_Chat,complete,1,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,1.0,0,1.5875,0,0,0,1.0,0.4257350061739074,0,0.29643548941427045,0,0.526163764343135,1
BigCodeBench/207,Qwen1.5_32B_Chat,complete,0,task_func,"['re', 'requests']",0,14,3,1,2,0,0,0,0,1,3,0,1.0,0,3.5791,0,0,0,1.4,0.5991407133473295,1,0.5581335333311311,1,0.543472527624525,1
BigCodeBench/212,Qwen1.5_32B_Chat,complete,1,task_func,"['operator', 'numpy', 'matplotlib']",0,16,3,0,0,0,0,0,0,1,3,0,1.0,0,2.739,0,0,0,1.2308,0.6114631945976604,1,0.6297556050938361,1,0.492231788489322,0
BigCodeBench/214,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,18,2,1,1,0,0,0,0,1,4,0,1.0,0,2.9765,0,0,0,1.2857,0.5660095184118238,1,0.5310136155539921,1,0.4753855249461557,0
BigCodeBench/216,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'collections', 'json', 'os']",0,15,4,3,1,1,0,0,0,1,4,0,1.0,0,3.3823,0,0,0,0.9375,0.4702697007610888,0,0.5948117469763127,1,0.5413223788458182,1
BigCodeBench/223,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'sklearn']",0,16,4,1,2,1,0,0,0,1,2,0,1.0,0,2.2668,0,0,0,0.9412,0.5796337106883288,1,0.5352916884750355,1,0.5131597190958348,1
BigCodeBench/266,Qwen1.5_32B_Chat,complete,0,task_func,"['csv', 'collections', 'os']",0,19,3,2,0,2,0,0,0,1,4,0,1.0,0,3.9969,0,0,0,1.0,0.3564907082828012,0,0.325204597248686,0,0.361501616133058,0
BigCodeBench/270,Qwen1.5_32B_Chat,complete,0,task_func,"['collections', 're']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.6534,0,0,0,0.8333,0.5445654753429262,1,0.49306434451451675,0,0.7042479530516953,1
BigCodeBench/275,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'itertools']",0,7,2,1,1,0,0,0,0,1,2,0,1.0,0,1.8309,0,0,0,1.0769,0.7115167286954227,1,0.7175275128679404,1,0.6529873594634179,1
BigCodeBench/277,Qwen1.5_32B_Chat,complete,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,1.0,0,2.4377,0,0,0,1.0,0.5176214372626133,1,0.6370611961489553,1,0.4564033294617878,0
BigCodeBench/279,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'random']",0,11,2,1,0,1,0,0,0,1,2,0,1.0,0,1.707,0,0,0,1.0,0.5778062085591081,1,0.6550590126308183,1,0.5659692421538045,1
BigCodeBench/286,Qwen1.5_32B_Chat,complete,1,task_func,"['csv', 'collections', 'os']",0,31,8,5,2,3,0,2,2,3,3,1,1.0,0,3.3388,0,0,0,1.4091,0.15256458131842185,0,0.21359337653571783,0,0.17644258924234704,0
BigCodeBench/287,Qwen1.5_32B_Chat,complete,1,task_func,"['json', 'collections', 'os']",0,14,4,4,1,2,0,0,0,1,3,0,1.0,0,2.9813,0,0,0,0.9333,0.5396299240856489,1,0.40203513277073133,0,0.5670149640732707,1
BigCodeBench/290,Qwen1.5_32B_Chat,complete,0,task_func,"['nltk', 'collections', 'os']",0,16,5,3,1,1,0,0,0,1,4,0,1.0,0,2.3965,0,0,0,1.0667,0.3915813932978954,0,0.4448403191141904,0,0.48943801290433536,0
BigCodeBench/296,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'matplotlib']",0,19,3,1,2,0,0,0,0,2,2,0,1.0,0,2.318,0,0,0,1.4615,0.6316219997289817,1,0.5804433941738628,1,0.4314896385105919,0
BigCodeBench/300,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,16,2,1,1,0,0,0,0,1,3,0,1.0,0,2.3363,0,0,0,0.9412,0.4645925623039175,0,0.42545848657886276,0,0.5250602945897999,1
BigCodeBench/301,Qwen1.5_32B_Chat,complete,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,2.8431,0,0,0,0.8571,0.6193941240334458,1,0.5722557424659948,1,0.5945839676360333,1
BigCodeBench/311,Qwen1.5_32B_Chat,complete,1,task_func,"['random', 'numpy', 'scipy']",0,15,4,1,1,0,0,0,0,3,3,0,1.0,0,2.872,0,0,0,1.0714,0.5597132844842696,1,0.46064890355895743,0,0.4544218960144204,0
BigCodeBench/313,Qwen1.5_32B_Chat,complete,1,task_func,"['shutil', 'datetime', 're', 'os']",0,23,5,5,3,1,0,0,0,1,4,0,1.0,0,3.5458,0,0,0,1.0455,0.3592334491646744,0,0.43176492481143364,0,0.3920641038955876,0
BigCodeBench/314,Qwen1.5_32B_Chat,complete,0,task_func,"['http', 'socket', 'ssl']",0,12,2,2,0,0,0,1,1,1,3,1,1.0,0,3.0214,0,0,0,0.8571,0.38724298985563876,0,0.5334801543042482,1,0.3923917151932647,0
BigCodeBench/317,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 're', 'sklearn']",0,10,1,0,0,0,0,0,0,1,3,0,1.0,0,3.1893,0,0,0,0.9091,0.4996900065235655,0,0.5094588579399559,1,0.6279309885592547,1
BigCodeBench/323,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,17,5,1,2,0,0,0,0,1,4,0,1.0,0,3.2805,0,0,0,1.0,0.33729327425937644,0,0.3142444479667927,0,0.49484805733878595,0
BigCodeBench/329,Qwen1.5_32B_Chat,complete,0,task_func,"['json', 're', 'os']",0,14,2,2,0,1,0,0,0,1,4,0,1.0,0,2.8104,0,0,0,1.1667,0.563850166724215,1,0.4430679284422931,0,0.5353692011386815,1
BigCodeBench/333,Qwen1.5_32B_Chat,complete,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,2.7454,0,0,0,1.0,0.7092528615829822,1,0.628910503009165,1,0.7531587890140656,1
BigCodeBench/335,Qwen1.5_32B_Chat,complete,1,task_func,"['queue', 'collections', 'random']",0,9,1,0,0,0,0,0,0,1,3,0,1.0,0,1.9685,0,0,0,1.0,0.7365999914560241,1,0.7310871834365222,1,0.6534113256699452,1
BigCodeBench/339,Qwen1.5_32B_Chat,complete,0,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,13,2,1,1,0,0,0,0,1,4,0,1.0,0,3.1319,0,0,0,1.0833,0.694925293443483,1,0.7018660232235353,1,0.5562717668011556,1
BigCodeBench/349,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'random']",0,13,5,0,0,0,0,0,0,1,2,0,1.0,0,2.6972,0,0,0,1.0833,0.5052711393145869,1,0.4791293535432426,0,0.5645200371005683,1
BigCodeBench/362,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'os']",0,11,3,1,2,0,0,0,0,1,2,0,1.0,0,2.6699,0,0,0,0.9167,0.6630723366968427,1,0.4797169199305607,0,0.5697310066761887,1
BigCodeBench/364,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'sklearn']",0,16,2,1,1,0,0,0,0,1,4,0,1.0,0,2.5221,0,0,0,1.1429,0.7370936677487878,1,0.6553049118358822,1,0.5217160111464941,1
BigCodeBench/369,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,17,1,0,0,0,0,0,0,1,3,0,1.0,0,2.8721,0,0,0,1.2143,0.6139965358953449,1,0.6542086106416332,1,0.5427384628121162,1
BigCodeBench/372,Qwen1.5_32B_Chat,complete,0,task_func,"['glob', 'docx', 're']",0,14,3,2,0,2,0,0,0,1,3,0,1.0,0,2.9,0,0,0,1.0,0.48468945981500117,0,0.5488996387100736,1,0.5376288930434054,1
BigCodeBench/376,Qwen1.5_32B_Chat,complete,0,task_func,"['nltk', 'collections', 're']",0,10,3,0,0,0,0,0,0,1,3,0,1.0,0,2.1257,0,0,0,1.0,0.4218054134110408,0,0.4583717505553066,0,0.6015087317215915,1
BigCodeBench/384,Qwen1.5_32B_Chat,complete,1,task_func,"['collections', 'itertools', 'random']",0,14,3,1,0,2,0,0,0,1,3,0,1.0,0,2.1096,0,0,0,1.0769,0.37831332039870946,0,0.2671609040408727,0,0.528596293893172,1
BigCodeBench/392,Qwen1.5_32B_Chat,complete,1,task_func,"['numpy', 'matplotlib']",0,15,2,1,1,0,0,0,0,1,3,0,1.0,0,2.7971,0,0,0,1.0714,0.5131191455318865,1,0.521595471250447,1,0.543734086954744,1
BigCodeBench/407,Qwen1.5_32B_Chat,complete,0,task_func,"['csv', 'openpyxl', 'os']",0,17,4,2,1,1,0,0,0,1,3,0,1.0,0,3.7145,0,0,0,1.1333,0.4410820874466602,0,0.3428225617658454,0,0.47569287326766746,0
BigCodeBench/410,Qwen1.5_32B_Chat,complete,1,task_func,"['pandas', 'datetime', 'os']",0,19,5,2,2,0,0,2,2,1,3,1,1.0,0,3.623,0,0,0,1.0556,0.40557510917848755,0,0.32629720035253446,0,0.3007939871647551,0
BigCodeBench/416,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'seaborn']",0,15,3,1,2,0,0,0,0,3,3,0,1.0,0,2.7452,0,0,0,1.0,0.548593111817266,1,0.572207246537306,1,0.46066295247092365,0
BigCodeBench/418,Qwen1.5_32B_Chat,complete,1,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,27,1,0,0,0,0,0,0,1,6,0,1.0,0,2.7695,0,0,0,1.08,0.41301635786441426,0,0.6693361660940765,1,0.47394923654135107,0
BigCodeBench/432,Qwen1.5_32B_Chat,complete,1,task_func,"['scipy', 'seaborn']",0,12,1,0,0,0,0,0,0,1,4,0,1.0,0,3.5179,0,0,0,0.96,0.5623522472478447,1,0.5442369569022564,1,0.6219719177119046,1
BigCodeBench/437,Qwen1.5_32B_Chat,complete,1,task_func,"['pickle', 'os']",0,12,2,1,0,0,0,0,0,1,4,0,1.0,0,3.8262,0,0,0,1.2,0.6527436603634308,1,0.7462110320424667,1,0.5594019822769886,1
BigCodeBench/440,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,3,1,1,0,0,0,0,1,3,0,1.0,0,2.7431,0,0,0,1.0769,0.484595929848007,0,0.5234103744024194,1,0.5494831428486264,1
BigCodeBench/442,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,22,5,1,3,0,0,0,0,1,3,0,1.0,0,3.5508,0,0,0,1.2941,0.5065359453743601,1,0.20284158325965734,0,0.3975803131434074,0
BigCodeBench/450,Qwen1.5_32B_Chat,complete,1,task_func,"['matplotlib', 'scipy', 'sklearn']",0,20,3,1,2,0,0,0,0,2,4,0,1.0,0,2.5867,0,0,0,1.1111,0.5873585926709822,1,0.6268525572648234,1,0.41109939173828913,0
BigCodeBench/451,Qwen1.5_32B_Chat,complete,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,20,3,1,2,0,0,0,0,1,4,0,1.0,0,3.0575,0,0,0,1.1765,0.6265252826143631,1,0.5765633353625857,1,0.4351224683331729,0
BigCodeBench/452,Qwen1.5_32B_Chat,complete,0,task_func,"['numpy', 'sklearn']",0,14,2,1,1,0,0,0,0,1,4,0,1.0,0,2.7332,0,0,0,0.9333,0.6635337493298656,1,0.5889143763538645,1,0.5375914724338383,1
BigCodeBench/458,Qwen1.5_32B_Chat,complete,0,task_func,"['pandas', 're', 'json']",0,21,3,3,4,0,0,1,1,6,3,1,1.0,0,1.8018,0,0,0,0.9545,0.534174452625923,1,0.5189106672684923,1,0.3518865182180248,0
